time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Section47,Section47_rate,Section47_child,Section47_child_rate,ICPC,ICPC_rate,ICPC_child,ICPC_child_rate,Duration_0-10_days,Duration_11-15_days,Duration_16-20_days,Duration_21+_days,Duration_25th_Percentile,Duration_median,Duration_75th_Percentile
2024,Reporting year,National,E92000001,England,,,,,,Section 47s and Initial Child Protection Conferences,224520,187.1,191360,159.5,72250,60.2,71140,59.3,6800,50780,6300,8350,13,14,15
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Section 47s and Initial Child Protection Conferences,13450,251.2,11700,218.5,5420,101.2,5310,99.3,210,4290,480,440,13,14,15
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Section 47s and Initial Child Protection Conferences,32550,203.5,26920,168.3,10620,66.4,10480,65.5,1230,7430,920,1040,12,14,15
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Section 47s and Initial Child Protection Conferences,23770,204,20370,174.8,8460,72.6,8370,71.8,490,5870,870,1240,13,14,15
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Section 47s and Initial Child Protection Conferences,17450,171.7,14590,143.5,5860,57.7,5770,56.7,590,3520,570,1180,12,14,18
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Section 47s and Initial Child Protection Conferences,25680,193.8,21700,163.8,8220,62,8120,61.2,810,6120,540,760,12,14,15
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Section 47s and Initial Child Protection Conferences,14330,104.8,12200,89.2,5120,37.5,5080,37.1,780,3640,340,360,12,14,15
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Section 47s and Initial Child Protection Conferences,37100,195.3,32620,171.7,11190,58.9,11030,58.1,1370,7240,1000,1570,12,14,15
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Section 47s and Initial Child Protection Conferences,40470,203.5,34750,174.7,10730,53.9,10510,52.9,910,7600,1040,1180,13,14,15
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Section 47s and Initial Child Protection Conferences,19730,179.1,16530,150,6620,60.1,6490,58.9,420,5080,550,580,13,14,15
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Section 47s and Initial Child Protection Conferences,13470,210.1,11940,186.3,3920,61.2,3870,60.4,730,2070,470,660,12,14,17
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Section 47s and Initial Child Protection Conferences,23630,187.7,20680,164.3,7270,57.7,7160,56.9,650,5170,530,920,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Section 47s and Initial Child Protection Conferences,1992,199.9,1759,176.6,844,84.7,840,84.3,20,678,62,84,13,14,14
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Section 47s and Initial Child Protection Conferences,692,308.8,614,274,229,102.2,226,100.8,22,164,27,16,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Section 47s and Initial Child Protection Conferences,633,159.1,610,153.3,362,91,360,90.5,11,307,32,12,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Section 47s and Initial Child Protection Conferences,913,447.2,761,372.7,267,130.8,259,126.9,15,223,19,10,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Section 47s and Initial Child Protection Conferences,1662,477.7,1368,393.2,404,116.1,388,111.5,6,246,40,112,13,15,21
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Section 47s and Initial Child Protection Conferences,1400,233,1101,183.2,483,80.4,467,77.7,55,330,46,52,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Section 47s and Initial Child Protection Conferences,722,171.8,634,150.8,317,75.4,302,71.8,12,258,24,23,13,14,14
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Section 47s and Initial Child Protection Conferences,1068,181.6,970,164.9,590,100.3,583,99.1,29,500,33,28,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Section 47s and Initial Child Protection Conferences,1018,371,896,326.5,423,154.1,410,149.4,c,362,46,c,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Section 47s and Initial Child Protection Conferences,710,235.9,663,220.3,357,118.6,353,117.3,c,277,43,c,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Section 47s and Initial Child Protection Conferences,1151,261.1,1032,234.1,428,97.1,419,95,18,288,56,66,14,15,18
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Section 47s and Initial Child Protection Conferences,1485,266.9,1288,231.5,714,128.3,707,127.1,c,657,53,c,15,15,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Section 47s and Initial Child Protection Conferences,995,246.3,837,207.2,379,93.8,365,90.4,49,266,40,24,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Section 47s and Initial Child Protection Conferences,876,305.6,731,255,341,119,340,118.6,13,213,61,54,13,14,19
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Section 47s and Initial Child Protection Conferences,1498,202.9,1280,173.4,563,76.3,560,75.8,57,424,38,44,13,15,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Section 47s and Initial Child Protection Conferences,817,185.8,697,158.5,310,70.5,304,69.1,59,166,47,38,11,13,16
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Section 47s and Initial Child Protection Conferences,1268,155.3,1059,129.7,356,43.6,347,42.5,55,247,38,16,11,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Section 47s and Initial Child Protection Conferences,1163,164.1,1006,141.9,382,53.9,376,53,31,288,33,30,12,14,14
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Section 47s and Initial Child Protection Conferences,881,170.2,799,154.3,475,91.7,462,89.2,7,344,56,68,14,15,16
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Section 47s and Initial Child Protection Conferences,719,261.1,585,212.5,184,66.8,182,66.1,22,133,11,18,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Section 47s and Initial Child Protection Conferences,617,175,523,148.4,285,80.8,279,79.1,c,238,22,c,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Section 47s and Initial Child Protection Conferences,2080,81.2,1743,68.1,850,33.2,838,32.7,161,557,64,68,11,13,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Section 47s and Initial Child Protection Conferences,1931,201.2,1732,180.5,789,82.2,777,81,75,569,75,70,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Section 47s and Initial Child Protection Conferences,3313,255.3,2768,213.3,771,59.4,767,59.1,106,551,41,73,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Section 47s and Initial Child Protection Conferences,2019,320.5,1582,251.1,534,84.8,534,84.8,37,448,31,18,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Section 47s and Initial Child Protection Conferences,1432,254,1158,205.4,477,84.6,471,83.5,22,351,23,81,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Section 47s and Initial Child Protection Conferences,2055,334.8,1514,246.7,521,84.9,509,82.9,21,404,74,22,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Section 47s and Initial Child Protection Conferences,1419,262.9,1154,213.8,414,76.7,410,76,273,115,c,c,6,9,12
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Section 47s and Initial Child Protection Conferences,1116,300.8,877,236.3,254,68.5,251,67.6,9,175,46,24,13,14,17
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Section 47s and Initial Child Protection Conferences,1117,174.3,954,148.8,391,61,383,59.7,54,255,39,43,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Section 47s and Initial Child Protection Conferences,1344,258.3,1080,207.6,531,102.1,528,101.5,94,392,17,28,11,13,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Section 47s and Initial Child Protection Conferences,832,148.5,731,130.5,273,48.7,271,48.4,9,170,21,73,13,14,21
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Section 47s and Initial Child Protection Conferences,1050,237.8,861,195,295,66.8,289,65.5,22,198,25,50,13,14,16
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Section 47s and Initial Child Protection Conferences,585,150.1,530,136,326,83.7,317,81.3,7,280,18,21,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Section 47s and Initial Child Protection Conferences,2052,290.9,1606,227.7,508,72,502,71.2,21,371,55,61,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Section 47s and Initial Child Protection Conferences,1371,208.1,1108,168.2,415,63,413,62.7,6,277,41,91,14,15,18
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Section 47s and Initial Child Protection Conferences,1603,314,1327,260,616,120.7,603,118.1,111,391,49,65,12,13,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Section 47s and Initial Child Protection Conferences,3964,280.4,3277,231.8,1079,76.3,1075,76,23,710,128,218,14,15,19
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Section 47s and Initial Child Protection Conferences,855,190,723,160.6,294,65.3,291,64.7,18,253,7,15,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Section 47s and Initial Child Protection Conferences,1073,162,901,136,462,69.8,456,68.8,56,337,47,22,12,13,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Section 47s and Initial Child Protection Conferences,1079,173.4,903,145.2,469,75.4,458,73.6,28,207,90,144,14,15,21
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Section 47s and Initial Child Protection Conferences,2350,384.8,2004,328.1,708,115.9,697,114.1,20,507,72,109,14,14,16
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Section 47s and Initial Child Protection Conferences,1531,155.1,1408,142.6,746,75.6,743,75.3,16,571,76,83,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Section 47s and Initial Child Protection Conferences,2459,141.2,2229,128,1008,57.9,996,57.2,38,429,185,356,14,17,23
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Section 47s and Initial Child Protection Conferences,868,261,709,213.2,282,84.8,279,83.9,10,214,36,22,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Section 47s and Initial Child Protection Conferences,476,138.6,430,125.2,120,34.9,120,34.9,27,93,0,0,11,12,13
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Section 47s and Initial Child Protection Conferences,1761,153.6,1611,140.5,691,60.3,675,58.9,41,639,c,c,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Section 47s and Initial Child Protection Conferences,1116,192.1,922,158.7,449,77.3,443,76.3,42,328,40,39,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Section 47s and Initial Child Protection Conferences,2375,207.8,2038,178.3,742,64.9,740,64.8,17,528,85,112,14,15,16
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Section 47s and Initial Child Protection Conferences,1868,246.2,1539,202.8,618,81.4,615,81.1,21,518,38,41,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Section 47s and Initial Child Protection Conferences,387,111.8,344,99.4,178,51.4,175,50.6,21,143,8,6,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Section 47s and Initial Child Protection Conferences,1661,276.6,1408,234.4,352,58.6,347,57.8,6,306,12,28,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Section 47s and Initial Child Protection Conferences,3971,257,3313,214.5,1178,76.3,1147,74.2,100,852,101,125,12,14,14
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Section 47s and Initial Child Protection Conferences,1448,163.2,1080,121.7,613,69.1,594,66.9,20,406,126,61,13,14,17
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Section 47s and Initial Child Protection Conferences,1603,110.4,1253,86.3,627,43.2,621,42.8,27,408,58,134,13,14,19
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Section 47s and Initial Child Protection Conferences,1960,133.1,1714,116.4,559,38,559,38,97,425,23,14,11,13,15
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Section 47s and Initial Child Protection Conferences,1597,196.7,1396,171.9,618,76.1,612,75.4,44,137,77,360,14,24,34
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Section 47s and Initial Child Protection Conferences,1430,211.8,1213,179.7,456,67.5,446,66.1,43,291,62,60,12,14,16
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Section 47s and Initial Child Protection Conferences,2167,128.3,1821,107.8,791,46.8,785,46.5,196,550,13,32,11,12,14
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Section 47s and Initial Child Protection Conferences,57,71.5,55,69,42,52.7,41,51.4,c,27,0,c,10,12,14
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Section 47s and Initial Child Protection Conferences,1552,163.5,1333,140.4,625,65.8,613,64.6,38,122,96,369,15,24,34
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Section 47s and Initial Child Protection Conferences,6120,211.4,5411,186.9,2002,69.2,2000,69.1,102,1548,122,230,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Section 47s and Initial Child Protection Conferences,2548,316.5,2084,258.9,605,75.2,595,73.9,19,486,34,66,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Section 47s and Initial Child Protection Conferences,947,135.7,828,118.7,300,43,299,42.9,32,176,33,59,12,14,18
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Section 47s and Initial Child Protection Conferences,939,275.8,807,237,370,108.7,365,107.2,274,72,10,14,4,8,11
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Section 47s and Initial Child Protection Conferences,1690,194.6,1501,172.9,611,70.4,601,69.2,7,432,50,122,14,15,18
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Section 47s and Initial Child Protection Conferences,1068,179.8,823,138.6,271,45.6,270,45.5,7,184,50,30,14,15,17
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Section 47s and Initial Child Protection Conferences,1409,290.3,1148,236.5,326,67.2,312,64.3,13,264,16,33,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Section 47s and Initial Child Protection Conferences,2057,119,1711,99,804,46.5,799,46.2,94,615,54,41,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Section 47s and Initial Child Protection Conferences,2471,410.7,1893,314.6,810,134.6,802,133.3,50,687,38,35,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Section 47s and Initial Child Protection Conferences,482,111.9,445,103.3,212,49.2,212,49.2,30,163,9,10,11,14,14
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Section 47s and Initial Child Protection Conferences,1135,161.9,958,136.6,316,45.1,301,42.9,47,203,33,33,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Section 47s and Initial Child Protection Conferences,1447,115.4,1275,101.7,521,41.6,511,40.8,16,404,55,46,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Section 47s and Initial Child Protection Conferences,1024,156.6,870,133.1,241,36.9,241,36.9,33,160,23,25,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Section 47s and Initial Child Protection Conferences,2347,196.2,1949,162.9,831,69.5,808,67.5,81,724,12,14,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Section 47s and Initial Child Protection Conferences,420,97.5,371,86.1,199,46.2,198,46,10,128,20,41,13,14,18
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Section 47s and Initial Child Protection Conferences,1916,137.7,1624,116.7,614,44.1,614,44.1,17,528,42,27,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Section 47s and Initial Child Protection Conferences,1069,157.2,800,117.6,393,57.8,385,56.6,151,159,28,55,9,11,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Section 47s and Initial Child Protection Conferences,1550,48,1329,41.2,815,25.2,802,24.8,284,464,40,25,10,12,13
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Section 47s and Initial Child Protection Conferences,1645,60.2,1454,53.2,708,25.9,693,25.3,33,607,50,18,13,13,14
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Section 47s and Initial Child Protection Conferences,1252,207.9,1122,186.4,551,91.5,547,90.9,36,403,42,70,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Section 47s and Initial Child Protection Conferences,2840,167.1,2299,135.3,631,37.1,628,36.9,84,502,28,17,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Section 47s and Initial Child Protection Conferences,970,173.3,907,162.1,464,82.9,464,82.9,37,397,16,14,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Section 47s and Initial Child Protection Conferences,451,116.5,397,102.5,113,29.2,111,28.7,c,82,c,22,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Section 47s and Initial Child Protection Conferences,1513,100.6,1293,86,454,30.2,452,30.1,59,263,66,66,12,14,17
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Section 47s and Initial Child Protection Conferences,705,155.5,601,132.5,181,39.9,181,39.9,70,103,c,c,10,12,13
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Section 47s and Initial Child Protection Conferences,698,243.7,548,191.3,139,48.5,139,48.5,9,94,8,28,13,14,17
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Section 47s and Initial Child Protection Conferences,1224,262.3,1030,220.7,343,73.5,338,72.4,61,246,22,14,11,13,14
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Section 47s and Initial Child Protection Conferences,2717,212.9,2361,185,648,50.8,634,49.7,14,436,61,137,13,14,19
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Section 47s and Initial Child Protection Conferences,1273,122.9,1150,111,825,79.6,811,78.3,57,588,66,114,12,14,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Section 47s and Initial Child Protection Conferences,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Section 47s and Initial Child Protection Conferences,1166,497.5,1069,456.1,276,117.8,273,116.5,10,191,37,38,13,14,17
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Section 47s and Initial Child Protection Conferences,7339,210.7,6347,182.2,1558,44.7,1544,44.3,148,1216,91,103,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Section 47s and Initial Child Protection Conferences,2009,301.3,1541,231.1,475,71.2,464,69.6,48,360,32,35,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Section 47s and Initial Child Protection Conferences,1214,166.8,1078,148.1,335,46,325,44.6,53,178,45,59,12,14,18
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Section 47s and Initial Child Protection Conferences,1863,122.2,1535,100.7,744,48.8,725,47.5,62,540,77,65,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Section 47s and Initial Child Protection Conferences,1417,334.9,1068,252.4,341,80.6,329,77.8,c,288,c,26,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Section 47s and Initial Child Protection Conferences,1093,288.2,937,247,309,81.5,300,79.1,43,168,56,42,12,14,17
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Section 47s and Initial Child Protection Conferences,1235,275.4,1030,229.7,314,70,310,69.1,21,240,26,27,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Section 47s and Initial Child Protection Conferences,1320,262,1154,229.1,375,74.4,362,71.9,22,248,53,52,13,14,16
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Section 47s and Initial Child Protection Conferences,2471,93,2108,79.3,714,26.9,701,26.4,29,555,55,75,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Section 47s and Initial Child Protection Conferences,716,202.7,633,179.2,257,72.8,248,70.2,16,196,21,24,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Section 47s and Initial Child Protection Conferences,3059,170.9,2639,147.4,1017,56.8,1003,56,129,597,119,168,12,14,17
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Section 47s and Initial Child Protection Conferences,649,189.3,498,145.3,230,67.1,214,62.4,14,160,35,21,13,15,15
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Section 47s and Initial Child Protection Conferences,570,131.6,464,107.1,163,37.6,157,36.2,33,119,c,c,11,13,14
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Section 47s and Initial Child Protection Conferences,410,112.5,360,98.8,159,43.6,159,43.6,13,123,11,12,13,13,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Section 47s and Initial Child Protection Conferences,1773,238.7,1521,204.8,802,108,784,105.5,53,617,58,74,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Section 47s and Initial Child Protection Conferences,1238,135.4,1132,123.8,542,59.3,539,59,47,332,77,86,12,14,17
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Section 47s and Initial Child Protection Conferences,1936,183.2,1700,160.9,475,44.9,475,44.9,28,345,44,58,12,14,14
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Section 47s and Initial Child Protection Conferences,2549,173,2092,142,789,53.6,775,52.6,48,593,59,89,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Section 47s and Initial Child Protection Conferences,1050,159,895,135.6,388,58.8,384,58.2,10,309,48,21,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Section 47s and Initial Child Protection Conferences,3428,262.7,2633,201.8,1060,81.2,1011,77.5,46,844,73,97,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Section 47s and Initial Child Protection Conferences,c,c,c,c,0,0,0,0,0,0,0,0,z,z,z
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Section 47s and Initial Child Protection Conferences,446,101.7,378,86.2,200,45.6,195,44.4,c,188,c,8,13,14,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Section 47s and Initial Child Protection Conferences,1573,303.4,1314,253.4,409,78.9,402,77.5,44,313,21,31,12,14,14
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Section 47s and Initial Child Protection Conferences,1218,109.1,1043,93.5,450,40.3,442,39.6,34,365,44,7,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Section 47s and Initial Child Protection Conferences,1094,178.4,888,144.8,325,53,316,51.5,35,261,21,8,12,13,14
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Section 47s and Initial Child Protection Conferences,909,171.6,874,165,354,66.8,351,66.2,19,205,61,69,14,15,19
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Section 47s and Initial Child Protection Conferences,921,370.1,703,282.5,200,80.4,198,79.6,c,175,17,c,14,15,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Section 47s and Initial Child Protection Conferences,1184,114.6,990,95.8,465,45,457,44.2,41,406,10,8,13,14,15
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Section 47s and Initial Child Protection Conferences,927,255.4,815,224.6,326,89.8,316,87.1,30,235,28,33,12,14,15
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Section 47s and Initial Child Protection Conferences,9,140.2,9,140.2,6,93.5,6,93.5,c,c,0,0,12,12,12
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Section 47s and Initial Child Protection Conferences,1306,240.3,1119,205.9,350,64.4,347,63.8,30,213,54,53,13,14,17
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Section 47s and Initial Child Protection Conferences,623,196,536,168.6,157,49.4,156,49.1,27,70,22,38,11,14,20
