time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Referrals,Individual,Schools,Education_Services,Health_Services,Housing,LA_Services,Police,Other_legal_agency,Other,Anonymous,Unknown
2024,Reporting year,National,E92000001,England,,,,,,Source of referral,621880,49870,126460,10330,91370,7710,87980,177210,27590,26120,10030,7190
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Source of referral,32050,2520,5490,450,4680,370,5280,9920,1390,1070,780,130
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Source of referral,81950,5930,13630,1560,11220,1090,12370,26900,4060,3600,1410,180
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Source of referral,62800,5020,10760,1870,8610,970,9240,18870,3140,2340,1430,560
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Source of referral,56190,5150,11260,820,7560,590,8720,15270,2700,2710,940,480
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Source of referral,64200,6700,12100,1360,8940,670,8260,17940,2490,2410,1060,2270
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Source of referral,45330,3610,9330,700,6640,710,7810,11090,2270,1870,810,500
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Source of referral,105700,6160,23850,1360,18290,1240,14030,31770,3110,4750,630,520
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Source of referral,121230,9310,28990,1630,18280,1370,14790,31490,6580,5460,1760,1560
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Source of referral,52440,5490,11050,590,7150,690,7500,13970,1870,1920,1210,990
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Source of referral,38730,2230,7450,740,7650,460,4820,11980,900,1970,170,380
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Source of referral,66970,3930,16400,620,10650,780,9210,19790,2210,2780,460,140
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Source of referral,4668,327,559,8,729,37,785,1896,241,31,55,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Source of referral,1539,84,245,164,113,18,274,490,74,41,36,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Source of referral,1630,167,261,11,282,10,255,435,113,49,47,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Source of referral,2190,142,393,c,288,c,563,576,78,52,60,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Source of referral,2797,148,522,35,430,c,421,917,152,106,38,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Source of referral,2992,234,596,53,457,69,262,927,94,117,93,90
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Source of referral,2305,201,368,73,377,19,461,528,55,120,85,18
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Source of referral,3001,273,544,11,546,34,419,803,30,209,132,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Source of referral,1556,110,234,0,232,14,338,462,89,52,25,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Source of referral,2041,193,382,21,252,22,345,658,44,77,33,14
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Source of referral,4031,272,692,18,478,54,831,1178,265,130,113,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Source of referral,3299,364,689,51,494,36,322,1050,150,82,61,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Source of referral,2392,173,359,29,254,9,380,876,108,159,45,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Source of referral,2174,176,289,c,260,26,376,804,114,80,30,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Source of referral,3787,296,788,36,350,62,299,1353,169,311,123,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Source of referral,2534,137,486,15,465,30,298,884,98,65,50,6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Source of referral,2332,194,380,c,217,25,378,769,128,163,61,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Source of referral,3550,292,649,28,471,63,590,1091,181,88,97,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Source of referral,2375,168,563,48,353,c,234,634,116,176,41,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Source of referral,1654,127,221,139,197,13,213,569,96,38,41,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Source of referral,1256,109,134,0,153,18,184,493,107,40,18,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Source of referral,6419,456,351,294,1037,72,1281,2262,505,144,c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Source of referral,8050,426,1023,361,1096,68,756,3184,575,398,128,35
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Source of referral,6525,338,1400,61,1045,111,1127,1942,106,346,c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Source of referral,5481,455,1121,159,765,102,1088,1379,83,228,101,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Source of referral,3126,191,719,0,377,43,349,1025,155,182,85,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Source of referral,4538,238,810,103,696,123,735,1393,234,137,62,7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Source of referral,3354,290,623,49,360,27,419,1218,120,108,95,45
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Source of referral,2298,239,403,18,250,37,341,768,101,72,69,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Source of referral,3447,297,461,24,662,46,487,1139,194,93,24,20
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Source of referral,3797,249,558,c,446,51,714,1225,217,249,65,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Source of referral,1888,126,362,c,294,c,282,607,101,50,17,39
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Source of referral,1691,135,347,22,221,c,293,502,83,46,29,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Source of referral,1386,116,280,31,254,25,154,395,57,47,c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Source of referral,3744,348,577,87,512,44,687,1061,199,170,50,9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Source of referral,4152,349,730,c,487,c,703,1325,210,207,98,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Source of referral,3114,252,501,124,555,23,480,829,139,204,0,7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Source of referral,8910,560,1221,542,1154,117,1039,2950,467,357,150,353
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Source of referral,2053,186,368,24,174,47,235,807,111,43,50,8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Source of referral,5810,487,1152,76,796,120,640,1724,336,97,370,12
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Source of referral,2013,223,249,6,250,c,498,497,110,64,106,c
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Source of referral,5020,540,872,109,614,c,839,1313,338,173,131,c
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Source of referral,3269,319,486,148,413,38,498,1038,193,69,52,15
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Source of referral,9914,814,2976,29,1192,163,933,2837,461,361,148,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Source of referral,2264,196,213,61,271,14,444,663,136,84,70,112
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Source of referral,1459,163,198,7,138,9,271,507,78,68,20,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Source of referral,5704,330,808,47,944,73,1129,1841,239,207,64,22
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Source of referral,2672,186,457,15,375,43,584,754,100,75,61,22
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Source of referral,5529,357,993,c,1056,204,700,1487,226,358,82,c
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Source of referral,3450,202,0,604,477,22,661,1140,133,96,115,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Source of referral,1614,208,267,13,197,c,288,478,68,83,c,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Source of referral,4165,281,904,80,503,c,617,1426,182,76,59,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Source of referral,11816,1378,2029,168,1565,68,2752,2828,559,308,146,15
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Source of referral,2880,210,330,172,480,46,478,811,99,115,32,107
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Source of referral,6236,723,886,82,947,43,1011,1747,375,330,92,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Source of referral,7957,749,1689,c,980,87,1003,2451,367,387,206,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Source of referral,5066,203,1361,c,717,53,486,1540,232,279,147,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Source of referral,4394,386,728,182,685,113,569,1119,239,138,89,146
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Source of referral,8462,963,2134,0,973,c,1282,1768,331,744,c,208
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Source of referral,276,36,32,c,26,c,66,52,8,49,c,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Source of referral,4939,222,1162,c,684,84,458,1524,307,287,160,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Source of referral,18007,2921,4295,195,2819,c,1575,5082,508,194,315,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Source of referral,4505,366,773,85,525,33,721,1433,180,309,80,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Source of referral,2681,209,411,48,310,38,453,835,127,212,26,12
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Source of referral,u,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Source of referral,4397,171,674,180,692,51,843,1372,124,232,58,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Source of referral,1522,197,308,0,171,c,387,284,77,68,25,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Source of referral,3815,279,795,149,646,51,491,959,140,80,40,185
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Source of referral,5045,556,542,115,529,38,1175,1343,366,199,124,58
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Source of referral,4798,522,716,229,615,37,445,1572,138,445,79,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Source of referral,1489,135,254,38,187,43,286,392,47,78,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Source of referral,3140,196,603,14,303,29,314,1121,163,95,45,257
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Source of referral,5550,513,1038,103,776,48,506,1186,255,116,88,921
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Source of referral,3660,251,807,85,624,118,278,1029,170,150,94,54
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Source of referral,4784,379,870,118,730,83,767,1313,198,227,62,37
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Source of referral,1706,126,315,34,230,11,334,448,103,73,17,15
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Source of referral,7044,514,1338,186,1274,96,1250,1497,299,264,208,118
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Source of referral,2131,185,499,c,293,48,453,446,91,58,43,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Source of referral,6288,586,1005,149,927,0,1089,1521,218,523,160,110
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Source of referral,6277,554,1116,33,1059,157,1204,1413,293,308,114,26
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Source of referral,3130,135,916,c,330,55,515,875,112,149,27,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Source of referral,6260,514,1308,6,766,145,1045,1753,561,42,62,58
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Source of referral,3708,216,915,120,593,40,489,788,190,211,87,59
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Source of referral,1589,205,282,c,250,c,269,381,69,53,29,40
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Source of referral,4999,435,1124,123,699,118,792,1178,279,144,37,70
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Source of referral,2198,140,515,14,217,36,369,791,52,41,23,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Source of referral,1511,112,421,9,189,26,314,346,39,40,15,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Source of referral,3257,212,190,562,484,39,618,1029,36,0,54,33
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Source of referral,6620,377,1333,88,1018,35,864,2374,210,253,42,26
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Source of referral,4311,435,513,141,516,69,920,1289,192,120,93,23
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Source of referral,u,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Source of referral,4378,294,1502,10,639,61,286,977,149,353,81,26
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Source of referral,24111,1767,6080,126,3476,411,2523,5139,3246,648,167,528
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Source of referral,5283,420,1612,19,592,91,707,1254,225,131,224,8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Source of referral,3114,238,437,305,384,c,434,986,113,112,64,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Source of referral,5047,404,968,88,665,44,988,1452,203,118,95,22
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Source of referral,3061,210,555,c,448,62,538,880,124,111,96,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Source of referral,3003,144,529,27,458,67,464,1037,120,101,56,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Source of referral,3361,110,856,c,480,c,333,1305,87,173,7,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Source of referral,3094,200,870,23,459,28,419,852,104,118,21,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Source of referral,7682,517,1503,116,1283,81,929,2275,261,626,91,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Source of referral,1603,132,304,47,180,6,253,517,78,21,38,27
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Source of referral,7931,668,1468,0,957,67,950,2250,44,994,0,533
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Source of referral,1813,66,444,10,258,11,217,599,22,87,14,85
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Source of referral,1548,140,366,18,233,9,190,482,68,23,11,8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Source of referral,821,93,184,0,122,11,200,145,12,48,6,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Source of referral,3955,369,902,17,558,65,675,1122,85,71,41,50
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Source of referral,4215,303,925,21,544,83,642,1292,110,189,106,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Source of referral,7386,929,1849,140,1071,95,611,1262,113,336,106,874
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Source of referral,5830,599,1490,103,944,95,575,1524,182,200,109,9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Source of referral,2454,254,314,55,324,23,662,665,95,45,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Source of referral,6724,783,1551,16,803,49,1176,1729,267,166,184,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Source of referral,22,c,9,0,c,0,c,c,0,0,c,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Source of referral,992,131,173,13,172,7,107,273,58,34,24,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Source of referral,3879,508,894,87,476,53,350,1153,149,90,119,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Source of referral,5675,566,781,30,664,c,1019,1658,431,278,222,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Source of referral,2517,286,538,c,329,33,398,703,45,108,66,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Source of referral,2783,192,607,16,334,37,315,916,127,180,53,6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Source of referral,1893,195,283,21,342,42,258,532,52,58,103,7
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Source of referral,3290,275,548,67,465,78,506,995,142,120,56,38
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Source of referral,2241,128,399,17,369,32,343,787,54,92,20,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Source of referral,63,c,c,c,9,c,12,34,0,0,0,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Source of referral,3782,334,776,32,711,34,587,1034,73,180,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Source of referral,1578,120,278,52,311,18,219,446,54,71,9,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Source of referral,3323,315,714,23,735,52,378,1014,62,18,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Source of referral,2210,216,489,c,336,24,365,597,57,93,16,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Source of referral,1388,99,210,46,332,28,129,429,32,69,14,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Source of referral,3420,197,712,39,697,23,410,1104,72,140,26,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Source of referral,4189,117,416,414,812,80,350,1379,81,524,9,7
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Source of referral,5178,132,1158,34,1001,80,648,1704,85,229,21,86
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Source of referral,3368,188,705,21,782,16,390,1026,106,126,8,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Source of referral,4283,117,948,19,743,32,471,1383,150,198,7,215
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Source of referral,1833,139,264,14,427,c,317,538,18,111,c,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Source of referral,1873,125,381,12,380,36,196,502,54,117,8,62
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Source of referral,4640,196,1207,46,634,24,596,1660,129,120,20,8
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Source of referral,2843,137,469,167,560,32,492,730,131,108,c,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Source of referral,3613,300,679,40,544,62,605,1102,99,105,62,15
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Source of referral,3777,221,881,18,692,107,516,939,67,329,7,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Source of referral,4556,266,1154,20,714,27,426,1529,147,166,73,34
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Source of referral,7242,454,1675,0,1076,33,973,2312,195,456,56,12
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Source of referral,4299,196,1048,c,656,45,680,1387,121,120,27,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Source of referral,4615,277,1221,c,476,112,768,1173,389,182,c,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Source of referral,3277,251,832,25,672,34,413,852,118,74,6,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Source of referral,2470,97,685,c,454,15,228,768,56,94,c,57
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Source of referral,3382,175,893,49,472,95,485,922,118,152,21,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Source of referral,3861,248,840,43,696,33,423,1215,180,170,13,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Source of referral,2590,123,631,c,359,22,512,681,91,134,21,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Source of referral,1543,76,439,24,239,c,234,446,34,34,c,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Source of referral,2527,145,681,39,493,29,222,729,93,80,c,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Source of referral,3897,297,987,c,599,48,430,1121,111,293,c,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Source of referral,1299,67,378,10,252,c,171,350,30,31,c,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Source of referral,2070,181,630,24,371,9,212,575,31,30,c,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Source of referral,4470,219,1067,78,689,39,826,1298,70,106,78,0
2023,Reporting year,National,E92000001,England,,,,,,Source of referral,640430,53020,128650,12600,92350,7240,90070,184530,26520,27560,11150,6730
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Source of referral,34790,2810,4980,1360,4920,380,5470,11260,1390,1260,840,110
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Source of referral,82720,5970,14360,1480,11130,900,12500,26910,3750,3950,1610,160
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Source of referral,65790,5450,10710,2450,8270,780,9940,20170,3450,2770,1340,480
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Source of referral,55590,6810,10870,640,7800,590,7160,15300,2490,1870,1060,1030
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Source of referral,68180,6930,12730,1460,9520,810,8870,19450,2860,2380,1580,1590
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Source of referral,44860,3880,8990,530,6200,610,7660,11370,2160,2210,760,500
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Source of referral,107900,6070,24270,1500,17850,1110,14630,33030,3160,5020,700,560
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Source of referral,126750,9900,29720,2610,19340,1420,16140,33110,5410,5960,1970,1160
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Source of referral,53850,5210,12030,570,7330,650,7720,13930,1840,2160,1290,1140
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Source of referral,39540,2130,7660,800,7240,360,5060,12690,840,2170,190,410
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Source of referral,68360,3940,16600,710,10610,750,9570,20350,2320,2850,510,160
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Source of referral,4683,310,595,c,740,39,793,1906,179,39,64,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Source of referral,1613,114,261,0,166,27,254,617,95,55,24,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Source of referral,2060,193,373,c,333,12,327,545,107,79,86,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Source of referral,2122,120,39,280,222,16,579,644,103,58,61,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Source of referral,4229,261,807,54,624,31,589,1512,162,136,47,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Source of referral,3764,352,778,82,529,89,362,1193,78,161,58,82
