time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Referrals,Individual,Schools,Education_Services,Health_Services,Housing,LA_Services,Police,Other_legal_agency,Other,Anonymous,Unknown
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Source of referral,4292,379,630,111,470,70,890,1161,236,188,103,54
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Source of referral,27374,2639,7348,0,5034,249,1875,6883,1067,1400,628,251
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Source of referral,3365,292,1054,54,502,44,211,717,99,265,93,34
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Source of referral,19497,1644,4347,140,2720,291,2649,5018,1607,535,181,365
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Source of referral,4790,443,1333,34,548,56,655,1286,112,139,174,10
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Source of referral,3302,286,607,101,379,15,459,1114,114,147,69,11
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Source of referral,6704,423,216,1489,839,51,1169,1977,201,169,153,17
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Source of referral,3704,360,869,c,550,76,581,898,131,142,66,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Source of referral,2449,159,459,42,416,58,276,845,113,51,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Source of referral,3203,68,805,c,468,c,547,1108,113,50,25,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Source of referral,3640,105,775,c,445,c,522,972,30,189,109,470
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Source of referral,9239,652,1796,90,1608,c,1041,2810,343,603,231,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Source of referral,1990,193,320,93,250,15,304,670,64,21,24,36
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Source of referral,9370,826,2027,0,1253,92,1842,2411,41,823,0,55
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Source of referral,1748,62,413,c,207,c,245,658,24,95,17,19
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Source of referral,1529,107,339,11,205,8,129,555,42,54,33,46
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Source of referral,885,102,208,0,130,c,225,118,25,60,c,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Source of referral,5795,487,1193,10,1044,88,842,1610,144,126,166,85
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Source of referral,3550,311,808,19,479,81,499,905,122,194,101,31
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Source of referral,6904,684,1634,c,997,123,648,1347,109,175,c,1115
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Source of referral,7031,629,1684,126,1291,108,711,1725,207,282,242,26
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Source of referral,2899,251,465,96,381,c,736,740,105,67,36,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Source of referral,9394,975,1974,65,1201,48,1465,2810,335,186,335,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Source of referral,10,c,c,c,c,0,0,c,0,0,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Source of referral,759,100,119,25,125,c,82,201,43,c,38,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Source of referral,3302,275,731,114,449,26,311,1032,136,115,113,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Source of referral,4368,420,515,30,596,18,868,1245,300,252,114,10
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Source of referral,2178,253,458,c,383,c,246,548,70,134,51,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Source of referral,3789,219,936,18,533,55,304,1258,128,246,81,11
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Source of referral,2084,211,280,103,276,31,315,584,36,116,123,9
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Source of referral,3417,240,698,49,504,48,394,1067,155,202,32,28
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Source of referral,1844,105,302,c,291,c,303,633,53,135,0,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Source of referral,60,c,6,8,14,c,8,13,c,c,0,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Source of referral,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Source of referral,1885,149,384,30,376,c,198,582,57,93,c,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Source of referral,3379,122,804,26,634,44,575,927,95,143,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Source of referral,2370,126,619,c,324,36,412,669,49,121,c,8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Source of referral,2257,151,214,46,372,37,226,988,38,158,27,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Source of referral,3164,168,665,40,620,37,377,1024,86,135,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Source of referral,4365,134,485,439,709,57,374,1299,76,773,19,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Source of referral,4878,180,1203,27,864,42,666,1490,90,240,6,70
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Source of referral,3879,168,815,16,772,26,483,1290,95,201,13,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Source of referral,5919,143,1471,14,1113,52,574,2093,163,164,17,115
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Source of referral,2113,138,434,19,368,c,462,568,35,79,c,6
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Source of referral,1925,c,0,365,355,9,309,621,41,92,c,29
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Source of referral,6148,231,1849,55,790,21,957,1873,149,141,40,42
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Source of referral,2885,101,633,54,494,10,463,897,99,119,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Source of referral,3620,201,916,86,576,52,551,984,67,132,42,13
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Source of referral,4669,268,1256,56,921,128,523,1074,149,280,14,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Source of referral,4032,258,831,13,755,17,343,1439,119,191,46,20
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Source of referral,4762,224,991,0,633,c,926,1475,144,312,43,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Source of referral,4383,221,1097,c,725,45,595,1386,122,165,17,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Source of referral,5159,355,1476,c,552,49,472,1369,636,224,19,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Source of referral,3601,198,1006,49,716,44,296,1069,114,73,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Source of referral,3028,175,893,12,552,12,230,932,52,94,12,64
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Source of referral,3267,109,0,825,463,64,471,1107,113,73,42,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Source of referral,3709,210,861,37,743,13,313,1099,203,191,39,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Source of referral,3241,162,867,32,401,c,415,1047,116,159,20,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Source of referral,1391,49,368,6,174,c,305,389,36,61,c,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Source of referral,2356,101,659,10,455,c,237,735,52,88,11,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Source of referral,4874,260,1460,c,658,65,540,1448,103,326,c,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Source of referral,1467,61,360,7,231,7,296,409,21,62,13,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Source of referral,2329,212,606,26,492,27,311,534,66,38,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Source of referral,5328,226,1092,36,848,43,927,1829,92,168,67,0
2021,Reporting year,National,E92000001,England,,,,,,Source of referral,597760,50940,81180,8490,95670,6550,87260,195270,23910,29180,13430,5890
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Source of referral,30160,2420,3020,760,5110,280,4830,10170,1240,1330,920,100
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Source of referral,81410,6220,9670,920,12890,1170,12540,27580,3750,4430,1960,290
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Source of referral,64040,6030,6660,1320,8660,620,9410,22960,3160,2800,2040,380
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Source of referral,55740,6480,8100,550,8580,630,8000,17090,2240,1960,1380,730
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Source of referral,64600,6870,8270,1430,10050,660,8580,20350,2530,3510,1970,380
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Source of referral,42340,3690,5430,610,7030,500,6700,12680,2040,2160,930,570
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Source of referral,101700,5190,16240,930,18210,990,14620,35440,3480,5330,820,450
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Source of referral,111140,9630,16740,1310,17730,1170,15980,35370,4000,5540,2120,1550
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Source of referral,46640,4420,7050,660,7400,520,6610,13630,1480,2120,1290,1440
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Source of referral,40640,1920,5750,580,7850,430,5520,14440,1080,2490,220,360
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Source of referral,61060,3270,10490,360,10360,570,9100,21000,2390,2840,600,90
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Source of referral,4689,349,431,21,778,31,730,1898,266,74,111,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Source of referral,748,93,96,c,100,c,111,260,21,34,26,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Source of referral,1670,103,157,c,249,c,223,666,55,98,110,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Source of referral,1512,77,75,81,183,13,393,501,86,67,36,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Source of referral,4429,354,608,58,825,45,761,1264,166,187,161,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Source of referral,3481,303,506,40,601,49,347,1207,103,154,75,96
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Source of referral,1711,225,160,51,303,28,237,443,40,177,47,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Source of referral,2589,232,340,c,546,c,368,814,28,157,76,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Source of referral,1878,123,192,7,341,9,378,609,97,55,67,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Source of referral,1644,142,177,26,294,c,238,607,40,85,30,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Source of referral,2982,191,0,364,407,32,774,832,146,108,128,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Source of referral,2822,224,275,100,484,33,266,1071,190,130,49,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Source of referral,1605,147,144,8,229,17,263,574,103,103,17,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Source of referral,2739,236,289,34,338,7,531,959,139,144,56,6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Source of referral,5187,454,745,51,768,78,416,1779,142,516,238,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Source of referral,2045,129,208,21,350,21,455,632,98,77,44,10
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Source of referral,2273,187,270,c,309,26,305,663,114,333,48,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Source of referral,3167,299,485,13,562,49,470,978,146,83,82,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Source of referral,3433,293,426,37,650,39,466,1184,102,159,77,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Source of referral,1322,76,146,62,199,11,241,424,45,66,52,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Source of referral,1506,96,176,13,162,40,249,613,79,42,36,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Source of referral,8609,770,691,72,1503,98,1745,2688,786,207,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Source of referral,6227,431,553,124,742,66,573,2684,370,424,195,65
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Source of referral,7500,511,1090,55,1300,116,1015,2560,138,552,163,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Source of referral,4524,296,545,c,764,45,1124,1306,0,301,134,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Source of referral,4685,250,729,c,717,100,548,1781,234,172,113,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Source of referral,3610,160,278,124,690,48,805,1128,166,122,48,41
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Source of referral,2556,173,264,23,422,14,323,853,145,165,174,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Source of referral,2281,157,306,33,267,14,361,898,78,89,78,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Source of referral,3416,252,419,56,711,51,493,1179,159,80,9,7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Source of referral,2683,264,339,10,399,43,349,808,149,259,63,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Source of referral,2019,132,281,0,326,21,303,738,94,99,25,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Source of referral,1904,194,283,19,251,9,322,577,79,137,33,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Source of referral,5086,436,587,108,757,228,633,1600,273,159,162,143
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Source of referral,3030,274,417,0,471,29,546,977,110,142,64,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Source of referral,2722,304,264,86,454,27,291,841,106,199,150,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Source of referral,10757,704,969,444,1682,59,1185,4242,592,521,319,40
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Source of referral,2407,181,274,c,270,35,311,1090,86,54,78,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Source of referral,4870,435,497,24,526,97,548,1909,223,229,168,214
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Source of referral,2148,313,0,172,244,10,547,566,86,95,115,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Source of referral,4855,521,393,166,654,48,695,1620,263,274,201,20
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Source of referral,2551,269,167,130,332,31,367,953,183,82,37,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Source of referral,9495,1028,1540,c,1141,106,1237,3329,525,348,184,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Source of referral,3446,423,382,31,386,24,638,975,171,188,169,59
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Source of referral,1298,133,79,83,116,c,256,450,67,90,c,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Source of referral,3939,271,469,18,638,53,691,1438,157,96,71,37
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Source of referral,3269,265,278,25,382,c,807,1136,196,74,78,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Source of referral,5434,467,558,c,905,72,684,1924,232,369,192,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Source of referral,5296,590,617,8,726,31,812,2013,208,84,207,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Source of referral,1553,130,172,c,204,c,338,472,63,96,48,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Source of referral,4683,377,573,232,762,63,748,1574,135,126,76,17
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Source of referral,10297,1542,1530,103,1790,100,1547,2660,428,323,256,18
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Source of referral,3434,282,280,98,555,60,601,1051,200,182,98,27
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Source of referral,5163,567,555,38,749,56,865,1896,182,153,102,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Source of referral,6125,637,806,c,821,46,899,2101,272,289,237,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Source of referral,11724,826,2002,0,1858,184,986,3986,490,420,513,459
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Source of referral,3976,278,589,63,646,48,837,1062,199,178,76,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Source of referral,10089,1940,1745,0,1340,c,1465,2709,331,278,c,209
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Source of referral,250,29,22,0,55,c,51,47,c,14,21,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Source of referral,14269,2271,2240,115,2466,89,1209,4617,363,499,267,133
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Source of referral,5754,388,750,87,760,71,762,1719,224,648,345,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Source of referral,3475,337,446,20,560,32,552,1053,159,200,110,6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Source of referral,1080,160,113,21,187,c,212,340,0,0,c,26
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Source of referral,5397,307,863,0,872,48,736,1979,174,418,0,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Source of referral,2029,259,349,c,260,15,380,573,44,111,27,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Source of referral,2272,175,376,69,427,46,232,748,88,54,26,31
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Source of referral,6431,733,469,287,980,61,1329,1677,290,283,322,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Source of referral,5338,511,282,421,724,49,578,1734,186,655,198,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Source of referral,1537,143,204,16,167,c,358,483,28,55,69,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Source of referral,3376,221,370,c,442,47,384,1362,239,144,145,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Source of referral,5525,626,945,82,895,68,822,1374,289,138,195,91
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Source of referral,2838,203,225,148,402,55,469,846,193,167,63,67
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Source of referral,5277,533,635,137,911,46,559,1847,251,137,200,21
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Source of referral,1418,99,227,37,218,22,219,396,73,96,31,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Source of referral,4746,324,555,55,1017,45,839,1447,216,104,132,12
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Source of referral,1543,173,190,c,206,c,269,532,59,66,25,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Source of referral,7203,787,607,213,1150,0,980,1935,276,636,174,445
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Source of referral,5136,332,534,92,917,102,1136,1366,265,205,140,47
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Source of referral,3247,139,365,63,382,41,684,1144,83,305,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Source of referral,5849,643,808,13,994,89,863,1912,369,101,51,6
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Source of referral,2410,188,366,38,448,12,372,735,110,76,65,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Source of referral,2050,197,290,0,366,31,395,538,119,92,13,9
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Source of referral,6139,635,960,94,973,114,568,1773,402,350,239,31
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Source of referral,2594,169,526,c,358,25,372,897,67,132,28,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Source of referral,1669,142,260,13,277,25,304,508,59,60,21,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Source of referral,2939,140,255,87,373,34,460,1093,66,142,48,241
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Source of referral,10774,931,1704,46,2007,102,1122,3820,261,440,326,15
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Source of referral,3824,378,365,118,432,63,758,1226,158,174,77,75
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Source of referral,21331,2444,4135,0,4213,176,1780,5698,849,1155,635,246
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Source of referral,2619,261,699,7,347,32,248,599,55,281,0,90
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Source of referral,18942,1815,2783,54,2713,351,2584,5821,1274,724,225,598
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Source of referral,3259,263,532,19,382,17,499,1206,123,140,68,10
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Source of referral,2856,269,398,39,461,c,372,1064,78,80,76,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Source of referral,6503,424,323,714,786,44,1444,2194,230,211,119,14
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Source of referral,2832,211,522,c,473,50,455,792,151,132,25,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Source of referral,2266,118,313,57,412,42,301,836,75,79,33,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Source of referral,3375,88,536,32,653,13,456,1244,77,240,36,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Source of referral,4092,133,666,c,564,c,925,1394,44,219,117,18
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Source of referral,10428,844,1374,70,1882,62,1057,3924,348,622,245,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Source of referral,1451,130,195,28,213,13,298,478,31,15,15,35
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Source of referral,9152,901,1268,0,1188,104,2163,2559,46,738,0,185
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Source of referral,1481,53,193,c,134,c,590,425,20,50,9,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Source of referral,1348,84,222,6,223,13,166,492,53,38,40,11
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Source of referral,860,101,166,0,166,c,181,159,24,37,c,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Source of referral,4266,420,684,111,743,60,512,1335,103,127,95,76
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Source of referral,3316,262,484,14,517,56,384,1160,107,212,98,22
