time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of ended episode,702,249,35.5,61,8.7,100,14.2,159,22.6,133,18.9
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of ended episode,2835,1575,55.6,314,11.1,341,12,358,12.6,247,8.7
2015,Reporting year,National,E92000001,England,,,,,,Duration of ended episode,364330,167030,45.8,62220,17.1,54080,14.8,43180,11.9,37820,10.4
2015,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of ended episode,21940,9280,42.3,3310,15.1,3360,15.3,2970,13.5,3020,13.8
2015,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of ended episode,55600,26270,47.2,9510,17.1,8360,15,6420,11.5,5040,9.1
2015,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of ended episode,40260,17420,43.3,7090,17.6,6370,15.8,4850,12.1,4520,11.2
2015,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of ended episode,25420,10900,42.9,4610,18.1,4360,17.1,3280,12.9,2270,8.9
2015,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of ended episode,45220,21560,47.7,7560,16.7,7140,15.8,5120,11.3,3840,8.5
2015,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of ended episode,27000,11770,43.6,4080,15.1,3950,14.6,4040,14.9,3180,11.8
2015,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of ended episode,59050,27110,45.9,11270,19.1,7760,13.1,6370,10.8,6530,11.1
2015,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of ended episode,56600,29050,51.3,9170,16.2,6910,12.2,5790,10.2,5670,10
2015,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of ended episode,33260,13670,41.1,5620,16.9,5870,17.7,4350,13.1,3740,11.3
2015,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of ended episode,23700,10040,42.4,5000,21.1,2690,11.4,2590,10.9,3380,14.3
2015,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of ended episode,35350,17070,48.3,6270,17.7,5070,14.3,3790,10.7,3150,8.9
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of ended episode,560,145,25.9,121,21.6,112,20,119,21.3,63,11.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of ended episode,2874,845,29.4,511,17.8,486,16.9,352,12.2,680,23.7
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of ended episode,1052,555,52.8,113,10.7,113,10.7,165,15.7,106,10.1
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of ended episode,747,212,28.4,123,16.5,125,16.7,160,21.4,127,17
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of ended episode,1712,497,29,360,21,286,16.7,242,14.1,327,19.1
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of ended episode,1842,624,33.9,404,21.9,313,17,262,14.2,239,13
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of ended episode,666,111,16.7,67,10.1,131,19.7,158,23.7,199,29.9
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of ended episode,5146,2911,56.6,673,13.1,615,12,504,9.8,443,8.6
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of ended episode,944,221,23.4,148,15.7,212,22.5,211,22.4,152,16.1
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of ended episode,2470,1754,71,207,8.4,183,7.4,171,6.9,155,6.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of ended episode,1280,204,15.9,120,9.4,303,23.7,330,25.8,323,25.2
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of ended episode,2642,1204,45.6,461,17.4,482,18.2,291,11,204,7.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of ended episode,1821,751,41.2,397,21.8,284,15.6,190,10.4,199,10.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of ended episode,2397,1576,65.7,293,12.2,247,10.3,132,5.5,146,6.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of ended episode,2089,820,39.3,451,21.6,364,17.4,268,12.8,186,8.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of ended episode,1777,716,40.3,434,24.4,296,16.7,207,11.6,124,7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of ended episode,2319,782,33.7,522,22.5,437,18.8,278,12,300,12.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of ended episode,1466,485,33.1,318,21.7,247,16.8,241,16.4,175,11.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of ended episode,2448,575,23.5,440,18,643,26.3,481,19.6,309,12.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of ended episode,643,109,17,131,20.4,179,27.8,127,19.8,97,15.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of ended episode,1069,595,55.7,167,15.6,87,8.1,112,10.5,108,10.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of ended episode,10265,5316,51.8,1615,15.7,1584,15.4,1118,10.9,632,6.2
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of ended episode,7736,4409,57,1364,17.6,978,12.6,541,7,444,5.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of ended episode,3349,1006,30,607,18.1,676,20.2,618,18.5,442,13.2
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of ended episode,1313,548,41.7,305,23.2,219,16.7,149,11.3,92,7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of ended episode,2326,1087,46.7,522,22.4,279,12,261,11.2,177,7.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of ended episode,1955,1018,52.1,206,10.5,257,13.1,248,12.7,226,11.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of ended episode,1709,1014,59.3,223,13,214,12.5,130,7.6,128,7.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of ended episode,1438,864,60.1,157,10.9,158,11,128,8.9,131,9.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of ended episode,1035,326,31.5,183,17.7,136,13.1,196,18.9,194,18.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of ended episode,1205,451,37.4,188,15.6,175,14.5,152,12.6,239,19.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of ended episode,1419,842,59.3,86,6.1,166,11.7,181,12.8,144,10.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of ended episode,734,223,30.4,111,15.1,132,18,161,21.9,107,14.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of ended episode,1489,592,39.8,217,14.6,300,20.1,203,13.6,177,11.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of ended episode,3594,2161,60.1,570,15.9,302,8.4,296,8.2,265,7.4
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of ended episode,1065,471,44.2,141,13.2,147,13.8,147,13.8,159,14.9
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of ended episode,4745,2991,63,353,7.4,533,11.2,388,8.2,480,10.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of ended episode,1588,955,60.1,124,7.8,168,10.6,153,9.6,188,11.8
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of ended episode,2114,835,39.5,353,16.7,300,14.2,312,14.8,314,14.9
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of ended episode,2694,1102,40.9,790,29.3,411,15.3,242,9,149,5.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of ended episode,1987,570,28.7,328,16.5,346,17.4,303,15.2,440,22.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of ended episode,2627,1334,50.8,460,17.5,274,10.4,222,8.5,337,12.8
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of ended episode,4381,1008,23,837,19.1,1132,25.8,831,19,573,13.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of ended episode,2040,342,16.8,454,22.3,616,30.2,404,19.8,224,11
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of ended episode,607,97,16,127,20.9,161,26.5,146,24.1,76,12.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of ended episode,2693,1237,45.9,492,18.3,395,14.7,313,11.6,256,9.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of ended episode,4460,2801,62.8,779,17.5,385,8.6,291,6.5,204,4.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of ended episode,3024,1141,37.7,647,21.4,379,12.5,419,13.9,438,14.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of ended episode,5731,2480,43.3,1140,19.9,978,17.1,599,10.5,534,9.3
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of ended episode,499,53,10.6,67,13.4,149,29.9,81,16.2,149,29.9
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of ended episode,1983,559,28.2,427,21.5,447,22.5,336,16.9,214,10.8
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of ended episode,3719,1161,31.2,799,21.5,696,18.7,585,15.7,478,12.9
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of ended episode,1550,710,45.8,189,12.2,178,11.5,239,15.4,234,15.1
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of ended episode,4244,2161,50.9,585,13.8,546,12.9,533,12.6,419,9.9
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of ended episode,4773,2019,42.3,1303,27.3,747,15.7,432,9.1,272,5.7
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of ended episode,2445,1112,45.5,318,13,487,19.9,356,14.6,172,7
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of ended episode,3250,1971,60.6,421,13,447,13.8,264,8.1,147,4.5
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of ended episode,3257,1134,34.8,523,16.1,786,24.1,503,15.4,311,9.5
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of ended episode,202,77,38.1,46,22.8,22,10.9,30,14.9,27,13.4
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of ended episode,9526,4922,51.7,1759,18.5,1253,13.2,912,9.6,680,7.1
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of ended episode,3673,1829,49.8,443,12.1,550,15,505,13.7,346,9.4
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of ended episode,2692,1128,41.9,697,25.9,450,16.7,207,7.7,210,7.8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of ended episode,1915,1233,64.4,185,9.7,196,10.2,175,9.1,126,6.6
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of ended episode,1391,497,35.7,167,12,227,16.3,283,20.3,217,15.6
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of ended episode,856,226,26.4,188,22,185,21.6,172,20.1,85,9.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of ended episode,2586,1156,44.7,612,23.7,397,15.4,188,7.3,233,9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of ended episode,5111,1923,37.6,1034,20.2,1058,20.7,639,12.5,457,8.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of ended episode,1843,619,33.6,307,16.7,402,21.8,299,16.2,216,11.7
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of ended episode,1024,335,32.7,179,17.5,222,21.7,145,14.2,143,14
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of ended episode,5362,3941,73.5,371,6.9,495,9.2,348,6.5,207,3.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of ended episode,4524,2117,46.8,739,16.3,761,16.8,544,12,363,8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of ended episode,2740,1264,46.1,482,17.6,407,14.9,357,13,230,8.4
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of ended episode,1973,369,18.7,395,20,533,27,347,17.6,329,16.7
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of ended episode,1318,182,13.8,379,28.8,319,24.2,202,15.3,236,17.9
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of ended episode,3910,1955,50,904,23.1,443,11.3,346,8.8,262,6.7
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of ended episode,779,211,27.1,86,11,142,18.2,170,21.8,170,21.8
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of ended episode,5297,2617,49.4,694,13.1,765,14.4,588,11.1,633,12
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of ended episode,3788,1450,38.3,424,11.2,466,12.3,816,21.5,632,16.7
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of ended episode,1795,302,16.8,180,10,356,19.8,594,33.1,363,20.2
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of ended episode,1780,883,49.6,229,12.9,349,19.6,218,12.2,101,5.7
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of ended episode,1303,541,41.5,163,12.5,198,15.2,210,16.1,191,14.7
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of ended episode,614,193,31.4,123,20,85,13.8,89,14.5,124,20.2
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of ended episode,5235,2928,55.9,763,14.6,701,13.4,576,11,267,5.1
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of ended episode,1181,505,42.8,130,11,121,10.2,227,19.2,198,16.8
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of ended episode,707,319,45.1,104,14.7,110,15.6,86,12.2,88,12.4
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of ended episode,2047,708,34.6,444,21.7,347,17,260,12.7,288,14.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of ended episode,4742,2999,63.2,798,16.8,514,10.8,230,4.9,201,4.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of ended episode,4368,1987,45.5,509,11.7,397,9.1,505,11.6,970,22.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of ended episode,7702,3694,48,1777,23.1,1037,13.5,712,9.2,482,6.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of ended episode,2072,1359,65.6,258,12.5,213,10.3,158,7.6,84,4.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of ended episode,6742,2297,34.1,846,12.5,1093,16.2,1351,20,1155,17.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of ended episode,1368,625,45.7,228,16.7,262,19.2,137,10,116,8.5
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of ended episode,1370,556,40.6,212,15.5,279,20.4,198,14.5,125,9.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of ended episode,2589,758,29.3,560,21.6,445,17.2,410,15.8,416,16.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of ended episode,1696,896,52.8,250,14.7,217,12.8,166,9.8,167,9.8
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of ended episode,1347,828,61.5,166,12.3,88,6.5,127,9.4,138,10.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of ended episode,2323,1410,60.7,371,16,272,11.7,179,7.7,91,3.9
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of ended episode,4616,4043,87.6,239,5.2,263,5.7,62,1.3,9,0.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of ended episode,7542,4536,60.1,1564,20.7,518,6.9,457,6.1,467,6.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of ended episode,965,426,44.1,202,20.9,153,15.9,112,11.6,72,7.5
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of ended episode,3188,1223,38.4,390,12.2,472,14.8,481,15.1,622,19.5
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of ended episode,712,177,24.9,174,24.4,138,19.4,100,14,123,17.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of ended episode,501,213,42.5,80,16,96,19.2,54,10.8,58,11.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of ended episode,508,130,25.6,81,15.9,139,27.4,107,21.1,50,9.8
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of ended episode,1873,698,37.3,242,12.9,508,27.1,186,9.9,239,12.8
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of ended episode,2902,1030,35.5,493,17,463,16,438,15.1,478,16.5
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of ended episode,1397,288,20.6,201,14.4,348,24.9,323,23.1,237,17
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of ended episode,4287,932,21.7,722,16.8,1062,24.8,855,19.9,716,16.7
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of ended episode,2485,1230,49.5,435,17.5,435,17.5,213,8.6,172,6.9
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of ended episode,2817,1068,37.9,460,16.3,520,18.5,446,15.8,323,11.5
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of ended episode,7,c,c,c,c,c,c,0,0,0,0
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of ended episode,1071,371,34.6,206,19.2,216,20.2,143,13.4,135,12.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of ended episode,3825,2782,72.7,366,9.6,261,6.8,231,6,185,4.8
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of ended episode,1454,736,50.6,262,18,220,15.1,138,9.5,98,6.7
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of ended episode,3868,1868,48.3,665,17.2,492,12.7,444,11.5,399,10.3
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of ended episode,965,426,44.1,219,22.7,116,12,94,9.7,110,11.4
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of ended episode,1809,851,47,385,21.3,231,12.8,182,10.1,160,8.8
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of ended episode,1225,320,26.1,252,20.6,288,23.5,172,14,193,15.8
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of ended episode,2770,938,33.9,633,22.9,574,20.7,376,13.6,249,9
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of ended episode,1174,312,26.6,188,16,167,14.2,226,19.3,281,23.9
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of ended episode,11,c,c,6,54.5,c,c,0,0,c,c
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of ended episode,3153,1420,45,1148,36.4,226,7.2,162,5.1,197,6.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of ended episode,972,370,38.1,204,21,119,12.2,125,12.9,154,15.8
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of ended episode,1345,385,28.6,136,10.1,184,13.7,161,12,479,35.6
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of ended episode,2352,1254,53.3,443,18.8,296,12.6,174,7.4,185,7.9
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of ended episode,1471,821,55.8,269,18.3,175,11.9,85,5.8,121,8.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of ended episode,1452,249,17.1,215,14.8,258,17.8,320,22,410,28.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of ended episode,3005,1274,42.4,587,19.5,314,10.4,418,13.9,412,13.7
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of ended episode,1813,883,48.7,455,25.1,208,11.5,146,8.1,121,6.7
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of ended episode,1763,741,42,355,20.1,142,8.1,213,12.1,312,17.7
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of ended episode,2044,785,38.4,482,23.6,272,13.3,226,11.1,279,13.6
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of ended episode,1890,1109,58.7,263,13.9,161,8.5,165,8.7,192,10.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of ended episode,1255,433,34.5,251,20,169,13.5,164,13.1,238,19
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of ended episode,3093,1577,51,680,22,403,13,284,9.2,149,4.8
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of ended episode,2474,1531,61.9,386,15.6,227,9.2,143,5.8,187,7.6
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of ended episode,1390,702,50.5,115,8.3,168,12.1,214,15.4,191,13.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of ended episode,2020,829,41,486,24.1,338,16.7,227,11.2,140,6.9
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of ended episode,1365,609,44.6,218,16,164,12,197,14.4,177,13
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of ended episode,2480,958,38.6,446,18,335,13.5,339,13.7,402,16.2
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of ended episode,2926,1296,44.3,594,20.3,498,17,309,10.6,229,7.8
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of ended episode,2807,1683,60,536,19.1,234,8.3,183,6.5,171,6.1
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of ended episode,1518,299,19.7,296,19.5,376,24.8,337,22.2,210,13.8
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of ended episode,1048,217,20.7,226,21.6,306,29.2,167,15.9,132,12.6
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of ended episode,829,320,38.6,233,28.1,119,14.4,90,10.9,67,8.1
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of ended episode,2041,894,43.8,372,18.2,361,17.7,189,9.3,225,11
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of ended episode,2662,1452,54.5,494,18.6,371,13.9,167,6.3,178,6.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of ended episode,918,378,41.2,138,15,108,11.8,117,12.7,177,19.3
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of ended episode,906,264,29.1,174,19.2,193,21.3,166,18.3,109,12
