time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of ended episode,58450,29250,50,7530,12.9,8770,15,7650,13.1,5260,9
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of ended episode,61040,34080,55.8,7390,12.1,8170,13.4,6710,11,4680,7.7
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of ended episode,28970,14040,48.5,3920,13.5,4270,14.8,3640,12.6,3090,10.7
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of ended episode,23390,11570,49.4,3150,13.5,3540,15.1,3010,12.9,2130,9.1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of ended episode,35060,17680,50.4,4380,12.5,5230,14.9,4640,13.2,3130,8.9
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of ended episode,473,96,20.3,54,11.4,101,21.4,148,31.3,74,15.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of ended episode,3133,1067,34.1,799,25.5,586,18.7,420,13.4,261,8.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of ended episode,562,155,27.6,48,8.5,77,13.7,142,25.3,140,24.9
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of ended episode,1327,662,49.9,212,16,159,12,170,12.8,124,9.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of ended episode,2545,1058,41.6,559,22,529,20.8,248,9.7,151,5.9
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of ended episode,1165,247,21.2,223,19.1,184,15.8,279,23.9,232,19.9
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of ended episode,937,527,56.2,72,7.7,79,8.4,142,15.2,117,12.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of ended episode,1639,433,26.4,287,17.5,368,22.5,395,24.1,156,9.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of ended episode,1627,724,44.5,296,18.2,265,16.3,223,13.7,119,7.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of ended episode,908,393,43.3,85,9.4,163,18,178,19.6,89,9.8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of ended episode,2708,1659,61.3,196,7.2,386,14.3,316,11.7,151,5.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of ended episode,1924,921,47.9,202,10.5,288,15,282,14.7,231,12
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of ended episode,1195,357,29.9,242,20.3,258,21.6,182,15.2,156,13.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of ended episode,1715,761,44.4,270,15.7,185,10.8,289,16.9,210,12.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of ended episode,3863,2743,71,464,12,261,6.8,217,5.6,178,4.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of ended episode,962,521,54.2,138,14.3,116,12.1,112,11.6,75,7.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of ended episode,1449,391,27,385,26.6,305,21,209,14.4,159,11
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of ended episode,1496,675,45.1,229,15.3,228,15.2,186,12.4,178,11.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of ended episode,1794,623,34.7,212,11.8,335,18.7,333,18.6,291,16.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of ended episode,669,144,21.5,128,19.1,217,32.4,118,17.6,62,9.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of ended episode,855,416,48.7,110,12.9,107,12.5,124,14.5,98,11.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of ended episode,7032,3701,52.6,975,13.9,1035,14.7,674,9.6,647,9.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of ended episode,3771,2229,59.1,590,15.6,451,12,270,7.2,231,6.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of ended episode,5426,3117,57.4,874,16.1,572,10.5,517,9.5,346,6.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of ended episode,1862,800,43,402,21.6,301,16.2,173,9.3,186,10
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of ended episode,2346,1072,45.7,481,20.5,342,14.6,263,11.2,188,8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of ended episode,3231,1034,32,470,14.5,949,29.4,515,15.9,263,8.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of ended episode,1401,274,19.6,305,21.8,395,28.2,247,17.6,180,12.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of ended episode,1161,318,27.4,217,18.7,295,25.4,189,16.3,142,12.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of ended episode,1736,552,31.8,413,23.8,377,21.7,256,14.7,138,7.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of ended episode,1482,403,27.2,329,22.2,297,20,263,17.7,190,12.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of ended episode,1365,537,39.3,198,14.5,265,19.4,194,14.2,171,12.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of ended episode,993,258,26,274,27.6,226,22.8,140,14.1,95,9.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of ended episode,3393,1672,49.3,716,21.1,508,15,346,10.2,151,4.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of ended episode,1670,696,41.7,316,18.9,267,16,232,13.9,159,9.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of ended episode,2474,1301,52.6,286,11.6,420,17,308,12.4,159,6.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of ended episode,5715,2951,51.6,987,17.3,758,13.3,698,12.2,321,5.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of ended episode,2557,1914,74.9,140,5.5,191,7.5,205,8,107,4.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of ended episode,2527,1218,48.2,414,16.4,390,15.4,291,11.5,214,8.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of ended episode,2329,851,36.5,568,24.4,456,19.6,280,12,174,7.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of ended episode,2487,860,34.6,473,19,426,17.1,419,16.8,309,12.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of ended episode,1908,735,38.5,363,19,363,19,253,13.3,194,10.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of ended episode,3416,916,26.8,753,22,727,21.3,580,17,440,12.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of ended episode,2368,1152,48.6,351,14.8,318,13.4,322,13.6,225,9.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of ended episode,610,139,22.8,86,14.1,150,24.6,145,23.8,90,14.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of ended episode,2242,902,40.2,446,19.9,395,17.6,282,12.6,217,9.7
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of ended episode,2054,705,34.3,267,13,450,21.9,340,16.6,292,14.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of ended episode,3183,908,28.5,756,23.8,668,21,540,17,311,9.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of ended episode,3902,2165,55.5,665,17,484,12.4,382,9.8,206,5.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of ended episode,1514,891,58.9,169,11.2,235,15.5,134,8.9,85,5.6
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of ended episode,1869,673,36,220,11.8,377,20.2,350,18.7,249,13.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of ended episode,5051,1900,37.6,932,18.5,936,18.5,849,16.8,434,8.6
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of ended episode,2190,1262,57.6,195,8.9,336,15.3,235,10.7,162,7.4
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of ended episode,3617,2006,55.5,321,8.9,638,17.6,463,12.8,189,5.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of ended episode,2924,1040,35.6,729,24.9,531,18.2,352,12,272,9.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of ended episode,3713,1293,34.8,711,19.1,826,22.2,522,14.1,361,9.7
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of ended episode,1991,503,25.3,310,15.6,550,27.6,330,16.6,298,15
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of ended episode,3489,1287,36.9,860,24.6,706,20.2,354,10.1,282,8.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of ended episode,169,64,37.9,47,27.8,30,17.8,12,7.1,16,9.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of ended episode,6131,3166,51.6,572,9.3,746,12.2,1047,17.1,600,9.8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of ended episode,3378,1903,56.3,514,15.2,405,12,251,7.4,305,9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of ended episode,2888,1689,58.5,532,18.4,240,8.3,238,8.2,189,6.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of ended episode,867,436,50.3,111,12.8,125,14.4,117,13.5,78,9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of ended episode,3562,1836,51.5,409,11.5,657,18.4,438,12.3,222,6.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of ended episode,1231,661,53.7,113,9.2,191,15.5,149,12.1,117,9.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of ended episode,1140,654,57.4,154,13.5,164,14.4,105,9.2,63,5.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of ended episode,3652,1133,31,540,14.8,859,23.5,659,18,461,12.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of ended episode,2549,1076,42.2,354,13.9,558,21.9,329,12.9,232,9.1
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of ended episode,908,333,36.7,118,13,154,17,183,20.2,120,13.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of ended episode,1326,361,27.2,191,14.4,306,23.1,317,23.9,151,11.4
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of ended episode,2221,437,19.7,397,17.9,477,21.5,486,21.9,424,19.1
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of ended episode,1955,964,49.3,360,18.4,314,16.1,190,9.7,127,6.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of ended episode,2594,1219,47,252,9.7,426,16.4,446,17.2,251,9.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of ended episode,877,379,43.2,92,10.5,166,18.9,135,15.4,105,12
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of ended episode,2385,1209,50.7,230,9.6,358,15,362,15.2,226,9.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of ended episode,1014,555,54.7,94,9.3,133,13.1,116,11.4,116,11.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of ended episode,2928,945,32.3,423,14.4,589,20.1,551,18.8,420,14.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of ended episode,2864,1099,38.4,268,9.4,520,18.2,564,19.7,413,14.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of ended episode,1608,943,58.6,157,9.8,204,12.7,200,12.4,104,6.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of ended episode,4502,2072,46,817,18.1,695,15.4,505,11.2,413,9.2
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of ended episode,1309,665,50.8,120,9.2,177,13.5,207,15.8,140,10.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of ended episode,947,293,30.9,190,20.1,153,16.2,153,16.2,158,16.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of ended episode,3212,1500,46.7,465,14.5,523,16.3,398,12.4,326,10.1
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of ended episode,1328,485,36.5,177,13.3,331,24.9,197,14.8,138,10.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of ended episode,820,390,47.6,129,15.7,132,16.1,102,12.4,67,8.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of ended episode,1708,743,43.5,299,17.5,273,16,215,12.6,178,10.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Duration of ended episode,5170,3486,67.4,288,5.6,484,9.4,510,9.9,402,7.8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of ended episode,3188,1536,48.2,413,13,409,12.8,468,14.7,362,11.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of ended episode,10054,6004,59.7,1533,15.2,1256,12.5,751,7.5,510,5.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of ended episode,1244,634,51,266,21.4,142,11.4,143,11.5,59,4.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of ended episode,9798,5391,55,1378,14.1,1243,12.7,1059,10.8,727,7.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of ended episode,1738,559,32.2,246,14.2,361,20.8,358,20.6,214,12.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of ended episode,1915,756,39.5,176,9.2,429,22.4,344,18,210,11
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of ended episode,3395,1181,34.8,480,14.1,660,19.4,548,16.1,526,15.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of ended episode,2775,2057,74.1,285,10.3,225,8.1,135,4.9,73,2.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of ended episode,991,375,37.8,104,10.5,201,20.3,171,17.3,140,14.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of ended episode,1762,893,50.7,284,16.1,294,16.7,183,10.4,108,6.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of ended episode,2464,1143,46.4,230,9.3,442,17.9,409,16.6,240,9.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of ended episode,8389,6006,71.6,642,7.7,717,8.5,527,6.3,497,5.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of ended episode,1165,737,63.3,97,8.3,177,15.2,101,8.7,53,4.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of ended episode,2524,1056,41.8,412,16.3,438,17.4,438,17.4,180,7.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of ended episode,1365,914,67,71,5.2,186,13.6,128,9.4,66,4.8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of ended episode,573,217,37.9,60,10.5,104,18.2,122,21.3,70,12.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of ended episode,572,162,28.3,102,17.8,96,16.8,106,18.5,106,18.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Duration of ended episode,3631,2412,66.4,437,12,317,8.7,256,7.1,209,5.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of ended episode,1969,733,37.2,348,17.7,332,16.9,283,14.4,273,13.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of ended episode,4109,2541,61.8,502,12.2,498,12.1,326,7.9,242,5.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of ended episode,2410,798,33.1,335,13.9,489,20.3,390,16.2,398,16.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Duration of ended episode,1914,481,25.1,301,15.7,385,20.1,352,18.4,395,20.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of ended episode,3660,1814,49.6,408,11.1,530,14.5,556,15.2,352,9.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of ended episode,6,c,c,0,0,0,0,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of ended episode,592,239,40.4,82,13.9,103,17.4,87,14.7,81,13.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of ended episode,1720,981,57,162,9.4,201,11.7,204,11.9,172,10
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of ended episode,2371,1277,53.9,364,15.4,291,12.3,210,8.9,229,9.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of ended episode,762,226,29.7,121,15.9,159,20.9,153,20.1,103,13.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of ended episode,1400,680,48.6,103,7.4,245,17.5,193,13.8,179,12.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of ended episode,1881,1128,60,252,13.4,216,11.5,186,9.9,99,5.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of ended episode,1970,570,28.9,403,20.5,411,20.9,336,17.1,250,12.7
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of ended episode,1020,276,27.1,260,25.5,161,15.8,169,16.6,154,15.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of ended episode,43,13,30.2,c,c,18,41.9,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of ended episode,x,x,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of ended episode,952,514,54,81,8.5,109,11.4,151,15.9,97,10.2
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of ended episode,1889,967,51.2,237,12.5,361,19.1,187,9.9,137,7.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of ended episode,1390,524,37.7,223,16,245,17.6,213,15.3,185,13.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of ended episode,1167,674,57.8,144,12.3,134,11.5,109,9.3,106,9.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of ended episode,1084,394,36.3,179,16.5,142,13.1,230,21.2,139,12.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of ended episode,2713,1811,66.8,309,11.4,254,9.4,221,8.1,118,4.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of ended episode,3371,1788,53,372,11,545,16.2,461,13.7,205,6.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of ended episode,1612,701,43.5,242,15,217,13.5,214,13.3,238,14.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of ended episode,3381,1713,50.7,484,14.3,683,20.2,336,9.9,165,4.9
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of ended episode,2080,1076,51.7,150,7.2,269,12.9,303,14.6,282,13.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of ended episode,450,292,64.9,58,12.9,35,7.8,36,8,29,6.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of ended episode,2147,870,40.5,301,14,422,19.7,361,16.8,193,9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of ended episode,2050,1237,60.3,160,7.8,216,10.5,257,12.5,180,8.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of ended episode,1234,520,42.1,238,19.3,233,18.9,154,12.5,89,7.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of ended episode,1989,741,37.3,415,20.9,414,20.8,273,13.7,146,7.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of ended episode,1471,529,36,194,13.2,326,22.2,268,18.2,154,10.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of ended episode,3456,1174,34,455,13.2,528,15.3,792,22.9,507,14.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of ended episode,3020,1597,52.9,419,13.9,461,15.3,294,9.7,249,8.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of ended episode,3081,1951,63.3,356,11.6,300,9.7,249,8.1,225,7.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of ended episode,1238,533,43.1,141,11.4,157,12.7,218,17.6,189,15.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of ended episode,1668,781,46.8,170,10.2,347,20.8,247,14.8,123,7.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of ended episode,1429,679,47.5,115,8,290,20.3,181,12.7,164,11.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of ended episode,1692,898,53.1,212,12.5,228,13.5,215,12.7,139,8.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of ended episode,2373,1340,56.5,379,16,206,8.7,233,9.8,215,9.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of ended episode,747,324,43.4,76,10.2,128,17.1,139,18.6,80,10.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of ended episode,788,487,61.8,56,7.1,100,12.7,96,12.2,49,6.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of ended episode,3276,2473,75.5,206,6.3,213,6.5,246,7.5,138,4.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of ended episode,621,288,46.4,116,18.7,82,13.2,83,13.4,52,8.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of ended episode,1025,408,39.8,117,11.4,255,24.9,144,14,101,9.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of ended episode,1756,852,48.5,257,14.6,326,18.6,186,10.6,135,7.7
2020,Reporting year,National,E92000001,England,,,,,,Duration of ended episode,371070,177440,47.8,58500,15.8,57610,15.5,45240,12.2,32290,8.7
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of ended episode,19860,8380,42.2,3060,15.4,3340,16.8,3050,15.3,2040,10.3
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of ended episode,54420,25080,46.1,9510,17.5,8450,15.5,6650,12.2,4720,8.7
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of ended episode,45720,21860,47.8,8370,18.3,7110,15.5,4960,10.8,3420,7.5
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of ended episode,27370,11050,40.4,5490,20.1,5070,18.5,3380,12.4,2370,8.7
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of ended episode,40650,20730,51,5470,13.5,6210,15.3,5000,12.3,3240,8
