time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of open episode,1428,376,26.3,157,11,162,11.3,200,14,533,37.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of open episode,2082,368,17.7,244,11.7,263,12.6,312,15,895,43
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of open episode,1975,558,28.3,249,12.6,295,14.9,260,13.2,613,31
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of open episode,2794,701,25.1,269,9.6,352,12.6,394,14.1,1078,38.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of open episode,1037,251,24.2,158,15.2,132,12.7,215,20.7,281,27.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of open episode,1214,229,18.9,159,13.1,160,13.2,160,13.2,506,41.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of open episode,7602,959,12.6,476,6.3,732,9.6,908,11.9,4527,59.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of open episode,4329,931,21.5,415,9.6,429,9.9,684,15.8,1870,43.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of open episode,5312,1269,23.9,539,10.1,522,9.8,840,15.8,2142,40.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of open episode,2522,759,30.1,313,12.4,536,21.3,382,15.1,532,21.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of open episode,2800,844,30.1,356,12.7,299,10.7,299,10.7,1002,35.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of open episode,2132,574,26.9,180,8.4,343,16.1,405,19,630,29.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of open episode,2165,458,21.2,246,11.4,310,14.3,302,13.9,849,39.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of open episode,1516,322,21.2,185,12.2,206,13.6,196,12.9,607,40
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of open episode,2438,688,28.2,390,16,352,14.4,390,16,618,25.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of open episode,2353,553,23.5,281,11.9,272,11.6,325,13.8,922,39.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of open episode,1467,345,23.5,186,12.7,205,14,175,11.9,556,37.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of open episode,1468,437,29.8,160,10.9,207,14.1,197,13.4,467,31.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of open episode,2679,829,30.9,266,9.9,361,13.5,517,19.3,706,26.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of open episode,2562,591,23.1,241,9.4,283,11,317,12.4,1130,44.1
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of open episode,1818,567,31.2,244,13.4,262,14.4,378,20.8,367,20.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of open episode,6328,2191,34.6,762,12,806,12.7,869,13.7,1700,26.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of open episode,1248,296,23.7,93,7.5,158,12.7,182,14.6,519,41.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of open episode,2482,637,25.7,297,12,414,16.7,341,13.7,793,32
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of open episode,1901,400,21,238,12.5,252,13.3,320,16.8,691,36.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of open episode,3772,907,24,550,14.6,558,14.8,659,17.5,1098,29.1
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of open episode,2179,489,22.4,245,11.2,294,13.5,368,16.9,783,35.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of open episode,5128,1500,29.3,598,11.7,533,10.4,703,13.7,1794,35
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of open episode,2214,607,27.4,283,12.8,256,11.6,299,13.5,769,34.7
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of open episode,1120,345,30.8,106,9.5,181,16.2,125,11.2,363,32.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of open episode,2800,718,25.6,341,12.2,360,12.9,370,13.2,1011,36.1
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of open episode,2235,498,22.3,279,12.5,408,18.3,334,14.9,716,32
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of open episode,4181,1137,27.2,587,14,600,14.4,730,17.5,1127,27
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of open episode,2703,693,25.6,347,12.8,345,12.8,390,14.4,928,34.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of open episode,1091,246,22.5,92,8.4,152,13.9,204,18.7,397,36.4
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of open episode,2838,794,28,310,10.9,402,14.2,422,14.9,910,32.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of open episode,5588,1661,29.7,780,14,790,14.1,933,16.7,1424,25.5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of open episode,1990,435,21.9,238,12,301,15.1,262,13.2,754,37.9
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of open episode,3088,732,23.7,418,13.5,592,19.2,506,16.4,840,27.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of open episode,3192,1020,32,403,12.6,386,12.1,449,14.1,934,29.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of open episode,4877,1012,20.8,567,11.6,634,13,989,20.3,1675,34.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of open episode,2929,709,24.2,306,10.4,439,15,475,16.2,1000,34.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of open episode,4580,1305,28.5,574,12.5,685,15,809,17.7,1207,26.4
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of open episode,171,54,31.6,10,5.8,19,11.1,25,14.6,63,36.8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of open episode,8545,2191,25.6,844,9.9,931,10.9,1177,13.8,3402,39.8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of open episode,3640,883,24.3,424,11.6,482,13.2,411,11.3,1440,39.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of open episode,2493,552,22.1,295,11.8,287,11.5,390,15.6,969,38.9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of open episode,1447,220,15.2,91,6.3,199,13.8,175,12.1,762,52.7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of open episode,3411,1086,31.8,364,10.7,409,12,351,10.3,1201,35.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of open episode,1939,446,23,210,10.8,270,13.9,282,14.5,731,37.7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of open episode,1661,471,28.4,158,9.5,134,8.1,208,12.5,690,41.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of open episode,5462,1187,21.7,542,9.9,749,13.7,790,14.5,2194,40.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of open episode,3346,849,25.4,421,12.6,485,14.5,501,15,1090,32.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of open episode,1407,294,20.9,113,8,192,13.6,206,14.6,602,42.8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of open episode,1927,459,23.8,180,9.3,215,11.2,357,18.5,716,37.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of open episode,4165,1159,27.8,513,12.3,516,12.4,623,15,1354,32.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of open episode,2254,489,21.7,228,10.1,252,11.2,308,13.7,977,43.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of open episode,3210,675,21,341,10.6,374,11.7,429,13.4,1391,43.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of open episode,1346,323,24,156,11.6,138,10.3,252,18.7,477,35.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of open episode,2615,623,23.8,245,9.4,332,12.7,331,12.7,1084,41.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of open episode,1261,292,23.2,114,9,134,10.6,153,12.1,568,45
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of open episode,5973,1180,19.8,639,10.7,897,15,907,15.2,2350,39.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of open episode,5104,1056,20.7,445,8.7,577,11.3,829,16.2,2197,43
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of open episode,1844,304,16.5,195,10.6,259,14,265,14.4,821,44.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of open episode,4433,1118,25.2,450,10.2,480,10.8,628,14.2,1757,39.6
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of open episode,1606,339,21.1,192,12,264,16.4,308,19.2,503,31.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of open episode,1150,276,24,134,11.7,130,11.3,188,16.3,422,36.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of open episode,3937,1041,26.4,490,12.4,545,13.8,595,15.1,1266,32.2
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of open episode,1726,493,28.6,223,12.9,199,11.5,250,14.5,561,32.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of open episode,954,291,30.5,136,14.3,116,12.2,135,14.2,276,28.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of open episode,1920,472,24.6,240,12.5,296,15.4,441,23,471,24.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Duration of open episode,3453,1162,33.7,459,13.3,407,11.8,409,11.8,1016,29.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of open episode,3128,668,21.4,333,10.6,496,15.9,494,15.8,1137,36.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of open episode,8561,2712,31.7,1004,11.7,1091,12.7,1094,12.8,2660,31.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of open episode,1283,358,27.9,167,13,140,10.9,155,12.1,463,36.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of open episode,10853,3268,30.1,1150,10.6,1183,10.9,1505,13.9,3747,34.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of open episode,1793,443,24.7,143,8,212,11.8,311,17.3,684,38.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of open episode,2323,465,20,281,12.1,342,14.7,443,19.1,792,34.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of open episode,4280,1041,24.3,510,11.9,555,13,687,16.1,1487,34.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of open episode,1633,363,22.2,132,8.1,181,11.1,264,16.2,693,42.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of open episode,1562,454,29.1,188,12,245,15.7,169,10.8,506,32.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of open episode,1634,536,32.8,201,12.3,242,14.8,239,14.6,416,25.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of open episode,2210,562,25.4,250,11.3,306,13.8,375,17,717,32.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of open episode,5777,1409,24.4,546,9.5,874,15.1,818,14.2,2130,36.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of open episode,864,276,31.9,102,11.8,123,14.2,75,8.7,288,33.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of open episode,5853,1513,25.8,797,13.6,825,14.1,1732,29.6,986,16.8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of open episode,839,266,31.7,109,13,122,14.5,89,10.6,253,30.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of open episode,930,324,34.8,90,9.7,169,18.2,142,15.3,205,22
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of open episode,951,204,21.5,102,10.7,80,8.4,139,14.6,426,44.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Duration of open episode,2695,827,30.7,367,13.6,324,12,298,11.1,879,32.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of open episode,2325,592,25.5,207,8.9,243,10.5,330,14.2,953,41
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of open episode,3032,1108,36.5,347,11.4,419,13.8,412,13.6,746,24.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of open episode,3279,871,26.6,399,12.2,514,15.7,448,13.7,1047,31.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Duration of open episode,2205,447,20.3,270,12.2,297,13.5,346,15.7,845,38.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of open episode,3753,1005,26.8,440,11.7,553,14.7,627,16.7,1128,30.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of open episode,30,c,c,c,c,c,c,c,c,20,66.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of open episode,978,127,13,112,11.5,109,11.1,137,14,493,50.4
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of open episode,2239,686,30.6,270,12.1,271,12.1,337,15.1,675,30.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of open episode,2203,521,23.6,198,9,290,13.2,358,16.3,836,37.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of open episode,1601,330,20.6,191,11.9,236,14.7,297,18.6,547,34.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of open episode,1420,280,19.7,218,15.4,182,12.8,172,12.1,568,40
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of open episode,1434,432,30.1,165,11.5,231,16.1,215,15,391,27.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of open episode,2453,589,24,291,11.9,319,13,285,11.6,969,39.5
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of open episode,1923,373,19.4,196,10.2,227,11.8,302,15.7,825,42.9
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of open episode,88,6,6.8,10,11.4,6,6.8,29,33,37,42
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of open episode,x,x,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of open episode,1400,274,19.6,114,8.1,192,13.7,322,23,498,35.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of open episode,2245,528,23.5,226,10.1,307,13.7,339,15.1,845,37.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of open episode,2019,412,20.4,193,9.6,206,10.2,337,16.7,871,43.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of open episode,746,211,28.3,98,13.1,76,10.2,115,15.4,246,33
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of open episode,2803,536,19.1,316,11.3,446,15.9,437,15.6,1068,38.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of open episode,2669,732,27.4,200,7.5,258,9.7,388,14.5,1091,40.9
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of open episode,3150,856,27.2,379,12,422,13.4,518,16.4,975,31
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of open episode,2771,612,22.1,246,8.9,358,12.9,360,13,1195,43.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of open episode,2928,925,31.6,383,13.1,379,12.9,434,14.8,807,27.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of open episode,1812,349,19.3,219,12.1,216,11.9,317,17.5,711,39.2
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of open episode,1124,224,19.9,133,11.8,136,12.1,196,17.4,435,38.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of open episode,2927,1115,38.1,428,14.6,376,12.8,399,13.6,609,20.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of open episode,1640,401,24.5,152,9.3,179,10.9,254,15.5,654,39.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of open episode,1890,658,34.8,168,8.9,194,10.3,226,12,644,34.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of open episode,2694,740,27.5,428,15.9,395,14.7,326,12.1,805,29.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of open episode,2364,662,28,289,12.2,334,14.1,332,14,747,31.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of open episode,3701,883,23.9,449,12.1,380,10.3,551,14.9,1438,38.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of open episode,3503,771,22,397,11.3,396,11.3,780,22.3,1159,33.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of open episode,2382,566,23.8,289,12.1,364,15.3,291,12.2,872,36.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of open episode,2164,628,29,163,7.5,194,9,276,12.8,903,41.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of open episode,1720,461,26.8,223,13,303,17.6,264,15.3,469,27.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of open episode,1792,485,27.1,208,11.6,218,12.2,255,14.2,626,34.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of open episode,2497,654,26.2,287,11.5,296,11.9,287,11.5,973,39
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of open episode,1730,473,27.3,173,10,209,12.1,266,15.4,609,35.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of open episode,981,308,31.4,112,11.4,130,13.3,141,14.4,290,29.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of open episode,1485,501,33.7,151,10.2,199,13.4,191,12.9,443,29.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of open episode,2176,732,33.6,188,8.6,208,9.6,308,14.2,740,34
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of open episode,915,244,26.7,120,13.1,110,12,149,16.3,292,31.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of open episode,1855,358,19.3,161,8.7,285,15.4,288,15.5,763,41.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of open episode,2215,801,36.2,249,11.2,250,11.3,305,13.8,610,27.5
2020,Reporting year,National,E92000001,England,,,,,,Duration of open episode,389260,99480,25.6,45730,11.7,55340,14.2,59010,15.2,129700,33.3
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of open episode,24630,6320,25.6,2840,11.5,3390,13.8,4020,16.3,8060,32.7
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of open episode,58080,13650,23.5,6530,11.2,7730,13.3,8990,15.5,21180,36.5
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of open episode,41410,11060,26.7,5660,13.7,6200,15,6070,14.7,12430,30
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of open episode,29920,8070,27,3840,12.8,4630,15.5,4740,15.9,8640,28.9
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of open episode,43950,10950,24.9,4590,10.4,5760,13.1,6700,15.2,15950,36.3
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of open episode,31790,7350,23.1,3700,11.6,4420,13.9,4900,15.4,11420,35.9
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of open episode,68430,17260,25.2,7820,11.4,10010,14.6,10540,15.4,22810,33.3
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of open episode,59950,17270,28.8,7160,11.9,8920,14.9,8120,13.6,18480,30.8
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of open episode,31110,7560,24.3,3600,11.6,4290,13.8,4920,15.8,10740,34.5
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of open episode,28960,6810,23.5,3280,11.3,4080,14.1,4710,16.3,10080,34.8
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of open episode,39470,10440,26.5,4540,11.5,5920,15,5830,14.8,12730,32.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of open episode,927,125,13.5,66,7.1,135,14.6,211,22.8,390,42.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of open episode,3551,922,26,492,13.9,482,13.6,477,13.4,1178,33.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of open episode,1516,310,20.4,169,11.1,203,13.4,253,16.7,581,38.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of open episode,1396,278,19.9,168,12,220,15.8,202,14.5,528,37.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of open episode,2852,1189,41.7,374,13.1,296,10.4,324,11.4,669,23.5
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of open episode,2870,561,19.5,180,6.3,396,13.8,753,26.2,980,34.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of open episode,1464,309,21.1,124,8.5,208,14.2,250,17.1,573,39.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of open episode,2399,641,26.7,397,16.5,299,12.5,407,17,655,27.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of open episode,1758,532,30.3,209,11.9,307,17.5,253,14.4,457,26
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of open episode,1345,225,16.7,174,12.9,202,15,202,15,542,40.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of open episode,2305,587,25.5,274,11.9,355,15.4,347,15.1,742,32.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of open episode,2245,637,28.4,213,9.5,286,12.7,341,15.2,768,34.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of open episode,1524,301,19.8,151,9.9,252,16.5,264,17.3,556,36.5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of open episode,2097,410,19.6,188,9,317,15.1,422,20.1,760,36.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of open episode,2102,565,26.9,218,10.4,225,10.7,322,15.3,772,36.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of open episode,1302,353,27.1,123,9.4,154,11.8,208,16,464,35.6
