time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of open episode,4135,1172,28.3,447,10.8,520,12.6,722,17.5,1274,30.8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of open episode,3134,581,18.5,367,11.7,375,12,442,14.1,1369,43.7
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of open episode,1311,432,33,176,13.4,217,16.6,200,15.3,286,21.8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of open episode,1778,443,24.9,142,8,181,10.2,233,13.1,779,43.8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of open episode,1637,343,21,232,14.2,319,19.5,235,14.4,508,31
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of open episode,1349,268,19.9,145,10.7,178,13.2,218,16.2,540,40
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of open episode,5590,1543,27.6,694,12.4,654,11.7,906,16.2,1793,32.1
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of open episode,3741,740,19.8,451,12.1,623,16.7,805,21.5,1122,30
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of open episode,1112,233,21,110,9.9,124,11.2,161,14.5,484,43.5
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of open episode,2319,469,20.2,303,13.1,345,14.9,392,16.9,810,34.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of open episode,3797,802,21.1,442,11.6,593,15.6,826,21.8,1134,29.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of open episode,2817,703,25,414,14.7,397,14.1,574,20.4,729,25.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of open episode,3942,898,22.8,509,12.9,566,14.4,615,15.6,1354,34.3
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of open episode,1427,216,15.1,109,7.6,218,15.3,308,21.6,576,40.4
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of open episode,2993,940,31.4,328,11,441,14.7,458,15.3,826,27.6
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of open episode,1506,350,23.2,180,12,250,16.6,225,14.9,501,33.3
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of open episode,6286,1735,27.6,704,11.2,771,12.3,717,11.4,2359,37.5
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of open episode,5441,1147,21.1,458,8.4,748,13.7,965,17.7,2123,39
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of open episode,2480,399,16.1,350,14.1,424,17.1,481,19.4,826,33.3
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of open episode,8192,1749,21.4,1443,17.6,1858,22.7,2179,26.6,963,11.8
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of open episode,1895,530,28,208,11,273,14.4,343,18.1,541,28.5
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of open episode,1024,219,21.4,101,9.9,140,13.7,199,19.4,365,35.6
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of open episode,3277,974,29.7,547,16.7,484,14.8,457,13.9,815,24.9
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of open episode,1563,462,29.6,189,12.1,181,11.6,217,13.9,514,32.9
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of open episode,748,147,19.7,97,13,156,20.9,112,15,236,31.6
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of open episode,2475,700,28.3,323,13.1,388,15.7,353,14.3,711,28.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of open episode,2695,976,36.2,353,13.1,367,13.6,351,13,648,24
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of open episode,3351,596,17.8,342,10.2,500,14.9,528,15.8,1385,41.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of open episode,7818,1973,25.2,1034,13.2,1210,15.5,1188,15.2,2413,30.9
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of open episode,1092,228,20.9,153,14,167,15.3,170,15.6,374,34.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of open episode,9182,2395,26.1,909,9.9,1379,15,1368,14.9,3131,34.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of open episode,2544,548,21.5,237,9.3,382,15,632,24.8,745,29.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of open episode,1584,339,21.4,172,10.9,295,18.6,273,17.2,505,31.9
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of open episode,3917,995,25.4,532,13.6,538,13.7,570,14.6,1282,32.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of open episode,1436,347,24.2,200,13.9,205,14.3,240,16.7,444,30.9
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of open episode,1394,254,18.2,112,8,160,11.5,374,26.8,494,35.4
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of open episode,1450,392,27,209,14.4,183,12.6,213,14.7,453,31.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of open episode,1347,453,33.6,227,16.9,538,39.9,107,7.9,22,1.6
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of open episode,5735,2052,35.8,836,14.6,584,10.2,617,10.8,1646,28.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of open episode,955,272,28.5,109,11.4,168,17.6,151,15.8,255,26.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of open episode,4205,1215,28.9,470,11.2,622,14.8,643,15.3,1255,29.8
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of open episode,841,254,30.2,92,10.9,93,11.1,112,13.3,290,34.5
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of open episode,523,180,34.4,63,12,99,18.9,58,11.1,123,23.5
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of open episode,1542,194,12.6,170,11,266,17.3,269,17.4,643,41.7
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of open episode,1355,295,21.8,133,9.8,239,17.6,227,16.8,461,34
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of open episode,3133,611,19.5,310,9.9,353,11.3,472,15.1,1387,44.3
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of open episode,3146,629,20,320,10.2,527,16.8,474,15.1,1196,38
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of open episode,5725,1185,20.7,578,10.1,744,13,1072,18.7,2146,37.5
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of open episode,2687,753,28,399,14.8,466,17.3,367,13.7,702,26.1
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of open episode,3231,1000,31,479,14.8,481,14.9,444,13.7,827,25.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of open episode,17,9,52.9,c,c,c,c,c,c,c,c
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of open episode,1323,213,16.1,170,12.8,207,15.6,245,18.5,488,36.9
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of open episode,1866,594,31.8,201,10.8,306,16.4,314,16.8,451,24.2
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of open episode,1276,331,25.9,159,12.5,220,17.2,188,14.7,378,29.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of open episode,4264,1457,34.2,541,12.7,457,10.7,597,14,1212,28.4
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of open episode,1401,376,26.8,289,20.6,249,17.8,157,11.2,330,23.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of open episode,1879,486,25.9,254,13.5,289,15.4,342,18.2,508,27
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of open episode,1555,409,26.3,215,13.8,223,14.3,225,14.5,483,31.1
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of open episode,3226,990,30.7,440,13.6,424,13.1,507,15.7,865,26.8
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of open episode,2043,394,19.3,219,10.7,289,14.1,374,18.3,767,37.5
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of open episode,36,6,16.7,c,c,6,16.7,c,c,17,47.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of open episode,2848,790,27.7,277,9.7,399,14,521,18.3,861,30.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of open episode,1559,389,25,131,8.4,184,11.8,259,16.6,596,38.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of open episode,2382,332,13.9,197,8.3,252,10.6,299,12.6,1302,54.7
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of open episode,2094,470,22.4,227,10.8,319,15.2,337,16.1,741,35.4
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of open episode,1011,257,25.4,162,16,127,12.6,170,16.8,295,29.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of open episode,3349,593,17.7,253,7.6,466,13.9,709,21.2,1328,39.7
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of open episode,2720,610,22.4,275,10.1,308,11.3,381,14,1146,42.1
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of open episode,4072,1200,29.5,548,13.5,538,13.2,583,14.3,1203,29.5
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of open episode,3243,656,20.2,302,9.3,365,11.3,558,17.2,1362,42
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of open episode,2502,518,20.7,431,17.2,570,22.8,405,16.2,578,23.1
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of open episode,1826,437,23.9,246,13.5,348,19.1,306,16.8,489,26.8
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of open episode,2148,325,15.1,231,10.8,292,13.6,383,17.8,917,42.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of open episode,2326,628,27,306,13.2,485,20.9,396,17,511,22
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of open episode,1803,501,27.8,217,12,186,10.3,256,14.2,643,35.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of open episode,1759,533,30.3,188,10.7,224,12.7,275,15.6,539,30.6
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of open episode,1889,470,24.9,332,17.6,335,17.7,331,17.5,421,22.3
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of open episode,2258,386,17.1,188,8.3,428,19,456,20.2,800,35.4
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of open episode,3701,800,21.6,465,12.6,456,12.3,556,15,1424,38.5
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of open episode,2894,640,22.1,438,15.1,474,16.4,502,17.3,840,29
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of open episode,2334,726,31.1,267,11.4,348,14.9,322,13.8,671,28.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of open episode,2411,626,26,370,15.3,321,13.3,425,17.6,669,27.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of open episode,1594,371,23.3,187,11.7,296,18.6,278,17.4,462,29
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of open episode,1671,617,36.9,261,15.6,257,15.4,324,19.4,212,12.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of open episode,2124,549,25.8,266,12.5,276,13,249,11.7,784,36.9
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of open episode,1681,465,27.7,178,10.6,188,11.2,256,15.2,594,35.3
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of open episode,889,323,36.3,115,12.9,125,14.1,91,10.2,235,26.4
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of open episode,1544,243,15.7,225,14.6,245,15.9,342,22.2,489,31.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of open episode,2519,907,36,279,11.1,354,14.1,275,10.9,704,27.9
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of open episode,895,288,32.2,113,12.6,122,13.6,99,11.1,273,30.5
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of open episode,1952,393,20.1,198,10.1,425,21.8,513,26.3,423,21.7
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of open episode,3076,621,20.2,315,10.2,441,14.3,538,17.5,1161,37.7
2014,Reporting year,National,E92000001,England,,,,,,Duration of open episode,395480,98490,24.9,49980,12.6,62390,15.8,60090,15.2,124530,31.5
2014,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of open episode,23940,5100,21.3,2790,11.7,3620,15.1,3860,16.1,8560,35.7
2014,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of open episode,55020,14140,25.7,6580,12,8480,15.4,7840,14.2,17970,32.7
2014,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of open episode,40280,10170,25.2,4980,12.4,6000,14.9,6320,15.7,12810,31.8
2014,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of open episode,33170,7670,23.1,4930,14.9,7250,21.8,5150,15.5,8180,24.6
2014,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of open episode,47320,12820,27.1,6410,13.6,6720,14.2,7180,15.2,14190,30
2014,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of open episode,36020,9350,26,4960,13.8,6380,17.7,5060,14.1,10270,28.5
2014,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of open episode,69050,16350,23.7,8450,12.2,10280,14.9,11160,16.2,22810,33
2014,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of open episode,53160,14160,26.6,6190,11.6,7590,14.3,7900,14.9,17340,32.6
2014,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of open episode,37530,8740,23.3,4700,12.5,6080,16.2,5610,14.9,12400,33
2014,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of open episode,31640,7030,22.2,3360,10.6,4330,13.7,5360,16.9,11560,36.5
2014,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of open episode,37410,9320,24.9,5080,13.6,5950,15.9,5810,15.5,11250,30.1
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of open episode,897,211,23.5,114,12.7,131,14.6,112,12.5,329,36.7
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of open episode,3028,523,17.3,315,10.4,410,13.5,395,13,1385,45.7
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of open episode,1602,474,29.6,156,9.7,233,14.5,237,14.8,502,31.3
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of open episode,1226,247,20.1,183,14.9,166,13.5,258,21,372,30.3
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of open episode,2197,466,21.2,209,9.5,319,14.5,315,14.3,888,40.4
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of open episode,2446,589,24.1,294,12,322,13.2,342,14,899,36.8
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of open episode,1565,271,17.3,201,12.8,224,14.3,264,16.9,605,38.7
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of open episode,3681,844,22.9,399,10.8,573,15.6,621,16.9,1244,33.8
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of open episode,1170,224,19.1,160,13.7,201,17.2,228,19.5,357,30.5
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of open episode,1390,321,23.1,169,12.2,211,15.2,226,16.3,463,33.3
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of open episode,2073,386,18.6,208,10,343,16.5,439,21.2,697,33.6
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of open episode,2663,546,20.5,386,14.5,488,18.3,427,16,816,30.6
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of open episode,1515,313,20.7,177,11.7,239,15.8,211,13.9,575,38
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of open episode,1884,530,28.1,198,10.5,235,12.5,311,16.5,610,32.4
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of open episode,2603,889,34.2,312,12,346,13.3,396,15.2,660,25.4
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of open episode,1841,644,35,241,13.1,250,13.6,167,9.1,539,29.3
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of open episode,2116,672,31.8,312,14.7,247,11.7,258,12.2,627,29.6
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of open episode,2076,457,22,234,11.3,375,18.1,301,14.5,709,34.2
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of open episode,3888,1158,29.8,483,12.4,649,16.7,481,12.4,1117,28.7
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of open episode,1146,334,29.1,155,13.5,215,18.8,152,13.3,290,25.3
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of open episode,1181,301,25.5,119,10.1,163,13.8,108,9.1,490,41.5
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of open episode,9034,2116,23.4,1272,14.1,1510,16.7,1253,13.9,2883,31.9
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of open episode,3686,946,25.7,495,13.4,588,16,488,13.2,1169,31.7
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of open episode,5155,1464,28.4,608,11.8,918,17.8,821,15.9,1344,26.1
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of open episode,1680,332,19.8,236,14,272,16.2,320,19,520,31
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of open episode,2216,586,26.4,229,10.3,315,14.2,345,15.6,741,33.4
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of open episode,1663,352,21.2,171,10.3,285,17.1,326,19.6,529,31.8
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of open episode,1551,380,24.5,136,8.8,192,12.4,189,12.2,654,42.2
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of open episode,1505,365,24.3,135,9,183,12.2,227,15.1,595,39.5
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of open episode,1596,380,23.8,133,8.3,250,15.7,249,15.6,584,36.6
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of open episode,1450,198,13.7,161,11.1,222,15.3,161,11.1,708,48.8
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of open episode,1398,308,22,122,8.7,217,15.5,249,17.8,502,35.9
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of open episode,1065,235,22.1,141,13.2,160,15,209,19.6,320,30
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of open episode,2092,603,28.8,240,11.5,273,13,243,11.6,733,35
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of open episode,2674,578,21.6,270,10.1,380,14.2,372,13.9,1074,40.2
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of open episode,1104,304,27.5,92,8.3,176,15.9,208,18.8,324,29.3
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of open episode,4183,933,22.3,492,11.8,604,14.4,655,15.7,1499,35.8
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of open episode,1252,334,26.7,114,9.1,238,19,228,18.2,338,27
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of open episode,2239,582,26,173,7.7,253,11.3,435,19.4,796,35.6
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of open episode,1939,653,33.7,292,15.1,240,12.4,249,12.8,505,26
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of open episode,3190,701,22,221,6.9,381,11.9,686,21.5,1201,37.6
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of open episode,2713,503,18.5,267,9.8,363,13.4,508,18.7,1072,39.5
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of open episode,6946,2074,29.9,981,14.1,964,13.9,919,13.2,2008,28.9
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of open episode,2366,601,25.4,417,17.6,513,21.7,407,17.2,428,18.1
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of open episode,771,97,12.6,123,16,188,24.4,102,13.2,261,33.9
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of open episode,2658,642,24.2,275,10.3,350,13.2,392,14.7,999,37.6
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of open episode,1851,408,22,263,14.2,354,19.1,320,17.3,506,27.3
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of open episode,4087,999,24.4,476,11.6,495,12.1,602,14.7,1515,37.1
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of open episode,3710,1012,27.3,637,17.2,708,19.1,476,12.8,877,23.6
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of open episode,1266,322,25.4,155,12.2,172,13.6,132,10.4,485,38.3
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of open episode,2566,557,21.7,362,14.1,383,14.9,410,16,854,33.3
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of open episode,4501,1153,25.6,610,13.6,741,16.5,681,15.1,1316,29.2
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of open episode,1920,326,17,194,10.1,240,12.5,381,19.8,779,40.6
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of open episode,4891,846,17.3,607,12.4,1168,23.9,1121,22.9,1149,23.5
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of open episode,3724,1033,27.7,523,14,558,15,404,10.8,1206,32.4
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of open episode,4766,1070,22.5,742,15.6,1142,24,605,12.7,1207,25.3
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of open episode,3422,862,25.2,563,16.5,744,21.7,604,17.7,649,19
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of open episode,7129,1785,25,1276,17.9,2234,31.3,909,12.8,925,13
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of open episode,250,34,13.6,52,20.8,35,14,38,15.2,91,36.4
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of open episode,9123,3219,35.3,1143,12.5,987,10.8,1450,15.9,2324,25.5
