time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Assessments_completed,Assessments_completed_rate,Same_day,1-10_days,11-20_days,21-30_days,31-40_days,41-45_days,46-50_days,51-60_days,61+_days,25th_Percentile_days,Median_days,75th_Percentile_days
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of assessment,4149,374.9,294,115,399,711,1047,725,262,295,301,24,37,44
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of assessment,2676,444.3,38,267,520,435,468,315,180,226,227,18,32,45
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of assessment,2420,464.7,58,365,834,626,333,85,49,41,29,15,20,29
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of assessment,1717,685.7,c,c,277,252,472,424,68,64,103,24,38,43
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of assessment,4014,389,15,544,688,816,826,680,170,148,127,16,30,42
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of assessment,1721,468.5,c,44,113,319,987,105,63,c,48,30,34,36
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of assessment,38,451.8,c,c,6,15,c,8,c,c,0,19,24,42
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of assessment,3998,725.9,48,243,264,481,897,831,374,335,525,30,41,49
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of assessment,1449,452.5,c,c,69,161,427,676,38,23,39,35,41,44
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of assessment,3131,580.8,901,1462,271,158,127,145,22,21,24,0,2,10
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of assessment,2635,725.1,54,313,358,494,619,571,99,65,62,19,33,42
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of assessment,1295,560.7,6,309,262,113,241,136,68,76,84,11,27,42
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of assessment,2278,426.7,20,88,291,347,635,628,118,68,83,24,38,43
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of assessment,4326,682.4,60,169,738,747,915,762,342,246,347,22,35,45
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of assessment,5004,596.5,6,175,619,960,886,1534,465,213,146,25,39,45
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of assessment,3501,612.7,15,132,382,714,931,989,202,79,57,26,37,43
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of assessment,3880,602.8,30,217,497,808,1528,401,144,112,143,24,33,39
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of assessment,2082,354,c,c,161,264,472,619,240,149,140,32,42,46
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of assessment,1609,528.2,13,95,182,241,517,214,124,117,106,25,35,44
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of assessment,5916,928.4,24,388,898,1362,1426,589,279,328,622,22,33,43
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of assessment,3194,351.4,159,498,269,302,459,275,274,398,560,16,39,53
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of assessment,3966,696.1,11,162,588,810,1285,831,176,83,20,23,34,41
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of assessment,3680,501.7,c,c,267,469,937,975,291,337,348,32,41,46
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of assessment,4347,599.7,15,200,677,1566,1311,268,127,62,121,22,29,35
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of assessment,4901,543.2,74,134,593,808,1523,958,456,209,146,26,36,43
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of assessment,4217,523.5,26,217,529,961,821,1004,345,188,126,24,36,44
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of assessment,5187,640.4,99,358,1076,1463,907,372,205,270,437,19,28,40
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of assessment,3318,506.4,17,61,157,422,857,1693,66,18,27,33,42,44
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of assessment,3004,509.4,9,72,219,433,1024,531,225,175,316,31,38,45
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of assessment,3243,541,c,171,485,857,811,269,c,238,240,23,31,43
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of assessment,4062,559.4,36,528,1448,956,482,184,143,154,131,14,21,32
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of assessment,3808,568.6,116,634,362,1183,867,325,90,96,135,16,28,36
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of assessment,1644,448,13,192,151,102,153,946,52,22,13,27,43,45
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of assessment,2251,475.5,21,132,400,774,751,101,33,21,18,21,28,34
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of assessment,4168,543,16,241,756,1126,1128,486,164,159,92,21,30,39
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of assessment,1523,345.4,29,174,145,116,192,704,68,35,60,24,43,45
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of assessment,1506,303.5,c,c,104,157,460,402,133,97,119,33,40,45
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of assessment,4710,756.5,42,343,1057,1460,1291,443,32,22,20,18,26,35
2022,Reporting year,National,E92000001,England,,,,,,Duration of assessment,645070,548.4,8840,73420,116480,108670,131110,106500,36930,30250,32870,17,32,43
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of assessment,37140,707.5,290,3360,5770,5230,6130,10270,2370,1880,1830,20,38,44
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of assessment,93410,598,1170,8870,15190,14720,19540,16360,6230,5170,6160,19,34,44
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of assessment,70570,615.5,1030,7800,13160,10340,12880,12660,4580,3750,4390,17,33,44
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of assessment,52030,525.4,550,6130,13780,11200,9520,6860,1540,1190,1260,15,25,38
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of assessment,70740,547.5,1830,12090,11560,10060,11640,10810,4240,3820,4680,14,30,44
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of assessment,42860,322.1,500,3770,5530,7170,14070,6480,2230,1660,1440,22,34,41
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of assessment,106420,561.9,1080,8600,14520,21420,26380,19560,5530,4350,4980,22,34,43
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of assessment,118930,614.4,1500,17620,28740,18980,19580,15470,6800,5290,4960,14,27,42
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of assessment,52970,487.5,890,5190,8240,9530,11370,8040,3410,3140,3170,19,33,44
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of assessment,39000,597.3,300,2420,4610,6570,10690,8650,2250,1620,1880,24,36,44
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of assessment,67420,543.2,770,6180,9910,14850,15690,10910,3280,2730,3100,20,32,42
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of assessment,5576,563.5,26,490,749,713,924,1574,359,375,366,23,40,45
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of assessment,813,365.5,0,22,42,57,98,475,33,31,55,40,43,45
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of assessment,2356,611.8,35,175,346,266,377,630,169,197,161,22,40,45
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of assessment,1869,940.9,6,160,238,350,580,303,103,82,47,22,36,42
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of assessment,6354,1897.8,52,466,825,1265,1037,1922,366,221,200,23,36,45
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of assessment,3701,642.7,18,714,832,436,375,544,310,258,214,12,27,45
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of assessment,1526,364.8,26,47,150,72,238,876,43,25,49,35,42,44
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of assessment,2738,468.8,20,154,453,520,298,856,257,114,66,22,38,44
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of assessment,2197,808.4,39,161,297,235,227,525,137,169,407,23,43,52
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of assessment,1918,645.9,6,73,214,227,383,481,205,192,137,28,41,46
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of assessment,3995,925.3,50,580,825,485,579,1156,165,102,53,14,32,44
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of assessment,4092,757,9,319,801,607,1012,929,223,118,74,19,35,42
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of assessment,2144,539.4,12,191,403,354,635,277,122,104,46,19,32,41
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of assessment,3789,1362,115,385,565,619,644,600,310,217,334,19,34,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of assessment,4218,590.7,56,435,1123,361,531,1034,247,228,203,19,34,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of assessment,3484,796,34,331,677,567,1044,384,144,175,128,17,32,40
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of assessment,2960,377.6,88,235,363,380,535,709,305,203,142,22,39,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of assessment,3184,458.7,c,177,403,368,619,921,297,187,208,27,41,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of assessment,4875,539.7,20,312,663,1070,1015,859,388,242,306,24,35,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of assessment,1991,723.4,16,220,229,344,382,355,137,96,212,22,36,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of assessment,1962,579.8,20,315,458,442,466,109,55,42,55,13,25,35
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of assessment,7328,292.4,111,967,1626,1544,1246,1102,314,227,191,15,28,41
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of assessment,5274,568.3,13,329,635,532,1659,755,358,430,563,27,39,46
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of assessment,9365,738.7,162,1113,1459,1323,1890,1896,472,423,627,18,35,42
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of assessment,4636,750.8,169,491,760,802,1186,864,229,89,46,18,32,41
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of assessment,4604,842.1,45,383,692,618,1717,686,260,75,128,21,34,40
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of assessment,4059,691.8,86,458,459,401,736,852,376,290,401,21,40,46
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of assessment,4437,837.2,39,435,833,678,764,764,252,279,393,18,34,44
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of assessment,2869,782.3,12,256,555,466,528,350,220,233,249,19,34,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of assessment,3899,623.8,45,375,376,361,458,1223,386,286,389,25,43,46
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of assessment,3868,756.4,21,259,536,517,688,319,351,488,689,24,39,54
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of assessment,2268,414.3,16,228,441,466,521,192,119,137,148,18,30,41
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of assessment,2027,471,c,87,256,298,464,649,117,72,83,27,39,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of assessment,6076,893.1,36,403,990,1416,1001,966,480,383,401,21,32,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of assessment,4092,625,52,488,688,792,807,490,292,265,218,17,31,44
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of assessment,3279,654.6,9,179,746,251,398,1675,12,c,6,19,41,44
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of assessment,11657,829.8,26,978,2488,1990,2070,1924,1050,591,540,18,32,45
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of assessment,3347,743.2,77,586,912,447,654,575,50,32,14,13,23,39
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of assessment,2893,451.3,154,756,813,544,279,113,56,79,99,7,17,28
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of assessment,2140,348.1,27,290,160,198,541,409,175,146,194,23,39,45
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of assessment,4191,709.7,11,222,439,579,660,728,360,495,697,28,42,53
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of assessment,4358,445.7,105,928,850,456,497,639,383,274,226,11,27,45
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of assessment,10701,627.1,228,1175,1716,1584,1746,2057,409,589,1197,18,34,44
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of assessment,3329,1008.2,10,237,450,579,966,289,285,242,271,23,34,45
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of assessment,1983,582,c,66,111,367,552,447,180,124,135,30,38,45
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of assessment,4866,427.9,35,629,1933,1106,685,433,21,9,15,13,20,30
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of assessment,3997,709.3,63,439,822,703,838,466,224,175,267,16,30,43
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of assessment,7164,637.2,62,538,772,711,1170,1854,949,653,455,27,42,46
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of assessment,5240,711.1,171,526,778,622,1489,727,366,303,258,18,36,42
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of assessment,1426,411,46,249,169,205,337,321,57,30,12,13,32,42
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of assessment,3995,681.6,54,155,1199,1052,602,394,150,199,190,19,26,39
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of assessment,10233,675.4,64,610,1628,1739,2402,2816,497,291,186,22,35,44
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of assessment,2666,307.1,16,210,464,372,652,682,181,48,41,20,35,43
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of assessment,3994,283.9,23,310,1197,1008,768,392,115,95,86,17,24,37
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of assessment,6384,442.8,51,424,1097,1342,1641,1287,158,141,243,21,32,42
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Duration of assessment,4264,538.5,149,574,1132,1552,567,236,43,9,c,14,22,29
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of assessment,5383,815.8,44,707,905,916,1435,463,194,294,425,17,31,41
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of assessment,10474,641.3,24,2482,4991,1658,873,176,121,72,77,11,15,22
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of assessment,163,204.1,0,c,c,9,21,119,6,c,0,41,44,45
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Duration of assessment,4477,486.4,129,654,1161,1555,562,297,71,37,11,14,22,29
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of assessment,14020,489.4,337,2380,3644,2664,1977,944,544,651,879,13,22,38
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of assessment,4373,571.5,9,153,292,509,1274,1548,354,147,87,32,40,44
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of assessment,4405,643.5,44,376,628,499,636,1225,263,266,468,22,41,45
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of assessment,2226,658.9,121,480,343,327,292,157,116,168,222,9,26,44
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of assessment,5063,596.3,26,242,543,470,847,1744,555,368,268,30,43,45
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of assessment,3706,634.6,185,1387,458,283,276,350,321,174,272,3,15,44
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of assessment,2442,520.4,91,171,454,410,421,277,139,199,280,18,33,46
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of assessment,7153,423.3,284,1895,593,725,1023,1269,419,395,550,6,32,44
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of assessment,5396,924.2,21,429,526,577,868,1420,606,438,511,27,42,46
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of assessment,2028,489.6,8,172,322,622,451,173,117,99,64,21,29,39
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of assessment,3448,504.9,212,338,841,856,638,207,131,129,96,15,24,35
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of assessment,6407,535.7,23,657,837,1064,1848,691,400,459,428,21,34,43
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of assessment,4221,680.7,207,1834,967,350,219,119,48,98,379,5,11,24
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of assessment,5848,496.4,260,1573,1113,708,874,682,230,232,176,7,20,39
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of assessment,1560,375.9,7,133,133,109,286,390,190,206,106,31,43,48
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of assessment,3843,287.3,128,296,620,599,811,425,288,317,359,19,34,46
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of assessment,2574,401.4,12,395,481,467,498,662,33,10,16,15,29,41
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of assessment,6117,195.1,30,251,712,1162,2015,1408,234,152,153,26,36,42
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of assessment,6178,230.2,99,410,844,837,3654,105,67,76,86,24,33,35
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of assessment,2713,461.6,31,271,553,636,515,236,159,175,137,17,28,41
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of assessment,5618,335.6,31,362,401,593,1835,1499,368,266,263,31,38,45
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of assessment,1739,323.6,36,163,270,357,486,229,81,55,62,20,32,40
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of assessment,2318,609.6,31,238,269,502,1112,46,36,38,46,22,31,37
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of assessment,6254,425.3,c,302,668,1258,1561,1263,712,328,157,26,37,44
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of assessment,3943,894.3,94,948,582,652,1296,217,63,37,54,10,26,35
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of assessment,1464,526.2,0,243,309,264,242,137,76,105,88,13,27,42
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of assessment,2646,561.5,60,479,287,484,635,366,109,116,110,13,31,41
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Duration of assessment,10201,825.9,180,2025,1253,1930,2224,682,521,654,732,13,30,41
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of assessment,3236,317.4,38,228,361,405,605,326,308,459,506,25,40,53
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of assessment,27661,984.6,358,7320,14891,2102,1230,660,308,290,502,10,14,17
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of assessment,4179,1768.1,179,1522,1630,295,203,218,76,38,18,6,13,17
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of assessment,18796,559.3,106,790,1825,3637,4394,4098,1840,1196,910,26,38,45
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of assessment,3595,563.3,36,191,427,884,894,738,259,112,54,23,34,43
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of assessment,3568,512.4,24,406,853,939,882,161,67,99,137,16,26,35
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of assessment,5939,405.8,18,433,818,866,1072,966,608,519,639,23,39,47
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of assessment,3478,839.1,138,1219,862,713,305,154,45,27,15,8,15,25
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of assessment,2268,624.2,12,221,303,361,493,434,231,133,80,21,36,45
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of assessment,3512,803,7,90,577,988,820,412,278,165,175,23,32,42
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of assessment,3575,723.9,74,436,766,749,659,580,77,66,168,15,27,40
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of assessment,9379,361.4,132,420,1546,1961,2093,1771,762,423,271,22,33,44
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of assessment,2356,681,33,507,492,400,462,436,17,6,c,11,24,38
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of assessment,9963,569.9,89,853,992,1486,1843,2715,989,659,337,24,39,45
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of assessment,1643,485,15,155,340,261,302,379,79,58,54,17,32,43
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of assessment,1470,357.4,c,78,207,255,217,233,153,163,162,24,39,49
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of assessment,1002,280.6,27,79,189,191,133,67,56,87,173,19,32,51
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Duration of assessment,5201,709.5,33,324,1093,1065,920,511,417,432,406,19,31,45
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of assessment,3163,345.2,31,383,613,594,507,614,132,165,124,16,29,43
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of assessment,6595,629,31,791,979,999,2225,945,335,201,89,19,34,40
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of assessment,5727,395.2,233,972,779,966,1061,518,309,418,471,14,30,43
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Duration of assessment,2895,438.7,17,209,654,461,821,532,111,66,24,17,32,41
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of assessment,8127,639.3,18,434,933,1449,1616,1939,850,449,439,25,38,45
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of assessment,14,408.2,0,c,c,c,0,c,c,c,c,24,42,52
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of assessment,774,180.7,c,33,102,149,196,202,38,23,30,28,39,44
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of assessment,4064,787.2,121,486,380,451,595,639,347,428,617,21,40,51
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of assessment,3440,314.5,188,95,352,689,792,633,225,255,211,24,37,44
