time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Assessments_completed,Assessments_completed_rate,Same_day,1-10_days,11-20_days,21-30_days,31-40_days,41-45_days,46-50_days,51-60_days,61+_days,25th_Percentile_days,Median_days,75th_Percentile_days
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of assessment,2470,500.2,28,293,289,644,661,261,100,98,96,21,30,39
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of assessment,7819,643.8,209,1539,816,880,1553,746,501,776,799,12,34,47
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of assessment,3598,348,39,244,460,470,534,337,382,563,569,24,42,54
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of assessment,18003,643.7,216,3994,8167,2295,1188,496,289,469,889,11,15,25
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of assessment,1965,802,20,557,826,208,162,109,28,29,26,9,14,23
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of assessment,17703,534.2,184,1289,2241,4452,4901,3240,765,397,234,22,32,41
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of assessment,3420,541.2,11,123,288,345,555,837,236,306,719,32,44,55
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of assessment,2249,328.1,26,567,685,461,300,72,31,43,64,10,18,29
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of assessment,5404,376.9,24,263,519,670,1016,660,477,707,1068,29,42,56
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of assessment,3737,880.6,225,1166,752,720,320,375,41,29,109,9,16,29
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of assessment,2676,719.6,35,325,673,539,544,244,117,125,74,15,27,38
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of assessment,1853,431.2,12,65,149,406,435,410,225,122,29,26,40,45
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of assessment,2448,496.2,38,259,372,275,362,312,139,198,493,18,39,55
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of assessment,11842,460.3,35,610,2030,1662,1908,2407,1235,1099,856,23,39,46
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of assessment,2069,587.2,321,458,249,200,275,488,62,c,c,3,21,41
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of assessment,10412,602.4,393,2742,823,1115,1177,2642,648,570,300,7,32,45
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of assessment,861,251.9,c,c,76,60,95,274,97,92,126,36,45,51
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of assessment,1733,444.5,12,183,374,413,209,116,49,124,253,17,26,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of assessment,1253,353.7,25,78,202,280,229,81,36,101,221,21,32,51
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of assessment,1808,x,85,264,295,243,295,384,111,86,45,14,31,44
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of assessment,4596,493.9,19,1172,757,945,478,575,198,214,238,10,23,41
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of assessment,4974,476.2,9,373,545,617,1597,1167,359,202,105,27,37,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of assessment,5700,396.5,73,590,794,845,1102,709,355,429,803,20,37,47
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of assessment,5202,x,45,608,944,823,1086,874,371,301,150,17,32,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of assessment,8087,637.9,57,734,1171,1633,1340,1233,658,519,742,21,34,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of assessment,1354,316.7,18,73,138,176,182,427,101,90,149,26,43,46
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of assessment,3698,717.6,49,430,495,933,762,797,113,83,36,20,30,42
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of assessment,1224,x,c,c,141,208,285,199,91,90,178,27,39,48
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of assessment,4112,375.1,269,186,626,898,693,455,185,270,530,20,32,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of assessment,2458,424.3,50,313,350,398,517,263,131,181,255,18,33,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of assessment,4204,828.1,144,790,937,690,565,215,184,223,456,12,24,41
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of assessment,1877,733.9,c,128,322,298,392,169,c,184,267,21,36,50
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of assessment,4639,449.6,95,670,914,962,711,360,276,296,355,14,26,42
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of assessment,1313,336.7,c,26,140,396,623,52,19,c,38,25,32,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of assessment,42,628.7,0,c,6,c,9,13,c,0,c,21,41,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of assessment,4290,720.5,32,273,405,592,954,455,450,589,540,27,39,51
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of assessment,1322,396.8,6,53,59,124,393,361,89,90,147,34,41,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of assessment,2832,489.3,259,331,394,433,406,828,142,27,12,14,30,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of assessment,2526,672.6,9,191,359,501,726,524,89,84,43,22,34,41
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of assessment,1378,560.3,13,401,188,82,234,250,77,52,81,10,31,43
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of assessment,3692,626.8,263,159,546,697,856,669,165,146,191,20,33,42
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of assessment,3693,550.3,17,258,709,620,902,451,184,207,345,20,33,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of assessment,4371,513.7,130,124,203,478,563,1243,709,433,488,33,45,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of assessment,3134,517.8,7,86,171,272,671,1746,93,28,60,36,42,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of assessment,5364,842.4,89,340,471,843,2467,711,160,142,141,26,35,39
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of assessment,3658,604,c,c,487,589,1079,391,341,320,317,26,36,46
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of assessment,1519,455.8,46,257,253,312,322,117,79,64,69,14,28,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of assessment,3655,574.4,30,237,349,793,1242,554,204,138,108,27,36,41
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of assessment,3660,411.1,68,531,1009,881,552,170,96,144,209,15,24,35
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of assessment,3104,549.9,11,231,306,663,889,744,175,64,21,25,35,42
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of assessment,3874,506.1,c,c,292,629,1207,1264,184,79,157,30,39,43
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of assessment,2957,402.6,c,c,284,620,750,620,268,184,121,27,37,44
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of assessment,6567,716.5,1202,195,629,947,880,521,312,456,1425,16,34,56
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of assessment,3507,428.2,137,149,154,214,789,1353,431,184,96,35,42,45
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of assessment,4852,576,155,354,573,1117,1207,444,378,300,324,22,32,43
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of assessment,3323,496.6,c,78,108,214,731,1998,80,c,75,38,44,45
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of assessment,2421,414.8,c,64,290,532,1015,458,39,c,10,27,34,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of assessment,2127,372.8,13,202,316,387,350,181,176,240,262,21,35,50
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of assessment,5523,771.4,58,818,3160,844,347,107,45,46,98,12,16,21
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of assessment,3981,602.9,202,621,598,628,599,320,154,272,587,14,30,46
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of assessment,2050,559.8,48,485,238,223,369,574,35,33,45,10,32,43
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of assessment,1824,384.7,41,80,217,392,698,110,88,114,84,25,33,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of assessment,4039,526.4,13,219,582,1469,1520,126,39,39,32,22,27,35
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of assessment,1828,409.5,48,396,214,133,233,713,23,36,32,11,37,44
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of assessment,1832,383.8,c,93,243,444,468,334,147,50,c,23,33,43
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of assessment,3382,523.4,117,355,421,649,1088,589,79,56,28,19,32,40
2018,Reporting year,National,E92000001,England,,,,,,Duration of assessment,631090,538.6,19840,83380,107490,103210,118160,89790,32370,31280,45530,15,31,43
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of assessment,32580,623.2,270,2880,4010,4770,5080,9690,2130,1540,2230,23,40,45
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of assessment,97350,631.9,2730,10650,18600,16600,17850,15060,5430,4540,5900,16,31,43
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of assessment,70360,613.9,1600,9620,10680,10380,12940,11680,3050,3490,6930,17,33,44
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of assessment,50060,509.9,840,7780,9880,8300,9040,5380,2440,2430,3930,14,28,42
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of assessment,73040,570.7,3710,10570,14380,12160,12320,8620,3650,3550,4090,13,27,42
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of assessment,50420,384.2,1510,7070,7620,8190,12090,5600,2610,2520,3210,16,31,42
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of assessment,99600,515.6,2580,10390,14130,17030,22890,15970,4830,4800,6990,19,33,43
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of assessment,102220,533,4400,17790,19160,16530,16410,11340,4880,4850,6860,12,26,42
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of assessment,55460,511.6,2210,6630,9040,9260,9550,6460,3360,3570,5400,16,31,45
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of assessment,36800,539.7,1440,4080,4000,5180,8000,5950,2270,2340,3540,20,35,45
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of assessment,62800,502.5,1140,6320,10140,11850,14890,10010,2560,2450,3450,19,32,42
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of assessment,918,410.6,c,215,209,127,105,212,26,10,c,11,23,42
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of assessment,4872,492.8,17,390,459,530,1148,1372,334,237,385,28,40,45
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of assessment,2214,564.8,24,167,246,217,363,939,89,72,97,27,42,45
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of assessment,1369,684.4,c,95,128,264,334,160,c,83,221,25,39,48
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of assessment,2989,919.7,69,303,208,245,377,814,187,202,584,28,43,52
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of assessment,3413,604.3,24,220,848,380,396,855,526,136,28,17,37,45
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of assessment,1599,391.3,33,234,191,219,235,370,86,107,124,17,36,44
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of assessment,4333,738.7,8,588,435,1206,350,1306,237,136,67,21,28,44
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of assessment,1734,632.2,15,167,192,223,180,543,116,113,185,24,43,45
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of assessment,1575,539.3,c,107,212,475,337,209,76,c,83,22,30,42
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of assessment,2660,616.4,6,180,418,317,411,1292,19,8,9,23,40,45
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of assessment,4908,907.9,57,217,467,562,840,1619,353,360,433,29,42,45
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of assessment,3018,759,13,273,866,644,555,316,145,111,95,15,26,39
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of assessment,2910,1024.8,17,462,670,525,443,161,150,149,333,14,26,43
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of assessment,3994,575.9,93,652,1478,304,387,695,107,108,170,12,15,42
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of assessment,2694,617.1,43,296,409,536,782,314,130,83,101,19,32,40
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of assessment,3098,409.4,306,256,727,605,588,186,140,148,142,14,25,37
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of assessment,2837,418,768,143,300,288,413,487,231,118,89,0,27,44
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of assessment,4857,530.2,7,300,932,1003,1066,1036,285,132,96,20,33,44
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of assessment,1354,486,24,139,159,118,288,585,14,10,17,23,40,43
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of assessment,2129,657.8,255,473,516,438,383,38,15,c,c,9,15,29
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of assessment,14846,602.4,416,2266,2618,2660,2010,1653,978,961,1284,14,30,45
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of assessment,6495,712,229,770,1000,1003,994,698,509,502,790,16,33,47
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of assessment,11485,932.1,58,875,2420,1746,2302,2403,990,448,243,19,34,44
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of assessment,4682,771.7,59,328,783,770,1175,1052,113,167,235,21,35,42
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of assessment,3190,605.7,63,479,488,515,979,393,74,82,117,16,31,38
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of assessment,3925,708.1,44,354,510,605,973,1299,54,44,42,22,35,44
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of assessment,2806,530,25,213,522,425,424,537,160,187,313,19,36,45
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of assessment,2385,650.8,73,197,406,543,505,283,98,117,163,20,30,42
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of assessment,3500,565.9,27,384,608,390,536,642,211,229,473,17,38,46
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of assessment,5514,1104.7,27,666,1141,989,1009,624,340,300,418,16,30,43
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of assessment,1409,258.1,79,253,447,309,126,40,31,34,90,11,19,29
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of assessment,1768,398.5,c,157,241,180,399,165,c,173,301,22,38,52
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of assessment,4702,700.3,18,446,624,1194,816,979,236,208,181,22,31,43
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of assessment,3753,561.5,82,270,734,813,694,469,273,219,199,18,30,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of assessment,1837,372.7,8,112,446,165,371,725,8,c,c,19,37,43
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of assessment,10744,756.9,467,3040,2140,1563,1275,1414,249,262,334,7,19,38
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of assessment,3378,738,60,619,863,604,734,464,17,c,c,12,23,36
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of assessment,7234,1123.4,131,558,872,1575,2121,1006,334,303,334,23,34,41
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of assessment,3480,563.4,78,588,284,291,1037,763,228,67,144,17,37,43
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of assessment,5152,892.2,105,473,550,677,849,579,237,355,1327,23,40,62
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of assessment,4204,425.2,14,273,537,664,675,329,333,496,883,24,39,57
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of assessment,10484,631.6,294,1476,1568,1402,1588,2010,284,565,1297,16,34,45
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of assessment,1929,572.7,25,160,137,138,273,280,152,219,545,33,45,64
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of assessment,1593,454.2,15,148,265,354,339,429,7,27,9,19,31,41
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of assessment,4448,384.5,49,466,579,551,735,1810,103,67,88,21,39,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of assessment,5008,883.2,42,423,1007,855,997,627,447,389,221,19,33,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of assessment,6655,590.6,203,883,994,1043,1244,810,438,368,672,16,32,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of assessment,3105,437.7,79,256,287,330,370,270,186,332,995,25,45,71
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of assessment,1104,310.7,31,143,147,166,327,165,22,29,74,17,33,41
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of assessment,4730,799,90,470,1087,888,709,540,225,308,413,18,29,44
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of assessment,7842,517.6,281,1178,1336,1065,1331,827,331,414,1079,14,31,45
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of assessment,3914,453.4,33,366,674,623,698,917,303,136,164,19,35,44
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of assessment,4447,325.2,106,680,1076,889,676,260,188,169,370,13,24,38
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of assessment,7394,514.1,128,2662,1113,1056,1400,681,120,90,144,4,18,35
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of assessment,5565,332,79,618,1189,1003,933,355,362,454,572,16,29,45
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of assessment,6162,932.7,101,791,995,1025,1130,517,379,407,817,17,32,46
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of assessment,9607,592,9,1002,2391,1714,2123,1044,520,446,358,16,28,40
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of assessment,394,482.5,8,14,15,33,44,241,15,9,15,37,44,45
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of assessment,14767,506.9,755,1976,4709,2890,2322,830,444,461,380,13,20,34
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of assessment,4431,589.5,11,181,540,707,880,837,467,421,387,26,39,47
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of assessment,3537,520.2,112,534,1099,606,445,315,169,161,96,13,21,37
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of assessment,1318,380.4,c,c,256,207,214,201,108,117,174,22,38,49
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of assessment,5980,720.3,143,611,1714,1387,1288,357,136,146,198,16,23,35
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of assessment,2990,505.4,179,1116,435,371,359,388,32,35,75,4,15,34
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of assessment,2095,452.1,974,64,101,149,220,244,135,122,86,0,12,42
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of assessment,9987,599.4,768,2386,909,1188,1255,2143,411,412,515,5,27,43
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of assessment,4906,851.7,56,384,417,486,1503,1283,374,233,170,28,39,44
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of assessment,2393,600.7,37,304,451,631,315,140,137,136,242,16,27,43
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of assessment,5070,756.4,164,432,1395,1200,1048,335,205,146,145,15,24,36
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of assessment,6207,541.2,150,689,654,852,1243,864,522,528,705,21,37,47
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of assessment,3408,570.1,114,704,563,543,549,291,222,213,209,11,26,42
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of assessment,5954,510.2,248,1144,1138,945,683,388,285,417,706,11,25,44
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of assessment,1529,387,10,92,181,182,264,414,138,123,125,26,41,46
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of assessment,6151,465,838,2491,821,610,517,274,189,142,269,2,8,28
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of assessment,2262,374.9,c,252,381,385,496,604,77,40,c,18,34,42
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of assessment,8730,285.8,96,846,1539,1832,2078,1278,397,328,335,20,31,41
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of assessment,6541,245.2,111,611,1183,1155,3023,80,76,98,204,16,31,35
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of assessment,3412,588.2,31,585,918,614,384,262,227,203,188,13,23,41
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of assessment,8375,499.7,229,740,940,1193,1377,1298,688,851,1059,22,39,49
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of assessment,2947,574.9,21,321,401,399,941,287,157,220,200,20,34,43
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of assessment,2423,632.4,76,499,348,399,309,103,59,129,501,12,27,53
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of assessment,6018,400.4,75,453,801,1219,1443,909,539,328,251,22,34,43
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of assessment,2028,478,19,178,103,205,1258,92,62,53,58,31,35,36
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of assessment,1670,611.3,42,249,371,317,388,144,79,59,21,13,26,38
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of assessment,2701,543.1,83,412,375,728,520,282,103,81,117,15,28,39
